TechSupport,Dependents,StreamingMovies,PaymentMethod,OnlineBackup,OnlineSecurity,monthly_charges_bins,PhoneService,InternetService,MultipleLines,gender,Partner,SeniorCitizen,StreamingTV,PaperlessBilling,tenure_bins,Contract,DeviceProtection,customerID,Churn
No,No,No,Bank transfer (automatic),Yes,No,"(28.3, 38.35]",No,DSL,No phone service,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,e5098538-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7de24-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(50.4, 57.6]",One year,Yes,e9962a7a-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Mailed check,Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,No,No,Yes,No,"(64.8, 72.0]",Two year,Yes,df9190e6-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d95ac300-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,Yes,"(36.0, 43.2]",Month-to-month,No,e55cff10-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,d7ee02a2-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,Yes,"(7.2, 14.4]",Month-to-month,No internet service,dd6f2cd8-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,d7e06a3e-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,No,"(-0.073, 7.2]",Month-to-month,Yes,d87e8c1e-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(64.8, 72.0]",One year,Yes,e11a76d0-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c70102-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,Yes,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,No,"(50.4, 57.6]",Two year,Yes,e81243fa-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(36.0, 43.2]",Two year,No internet service,d8445b3e-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,Yes,"(7.2, 14.4]",Month-to-month,No internet service,d8745da2-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,No,No,"(50.4, 57.6]",One year,No,e18bce84-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,No,No,Yes,No,"(57.6, 64.8]",Two year,Yes,eaa79066-82c9-11ec-954a-acde48001122,0
No,No,Yes,Mailed check,No,No,"(68.5, 78.55]",Yes,DSL,No,Male,No,No,Yes,Yes,"(-0.073, 7.2]",One year,Yes,ea369e7e-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(57.6, 64.8]",One year,No internet service,dccd5d90-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(21.6, 28.8]",Month-to-month,Yes,eae4c0a8-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(58.45, 68.5]",No,DSL,No phone service,Male,No,No,Yes,Yes,"(64.8, 72.0]",Two year,No,e16b0cbc-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,Yes,Yes,"(68.5, 78.55]",Yes,DSL,No,Male,Yes,No,Yes,No,"(36.0, 43.2]",One year,Yes,de24598c-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,No,"(98.65, 108.7]",Yes,Fiber optic,No,Male,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,Yes,de316eec-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(43.2, 50.4]",Two year,No internet service,d828eb2e-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e0983792-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,No,"(38.35, 48.4]",Yes,DSL,No,Female,Yes,No,No,No,"(7.2, 14.4]",Month-to-month,No,e4de2ae6-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,d8e7814c-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(43.2, 50.4]",Two year,No internet service,d99d45e0-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,Yes,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,No,e5ade43e-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,No,"(58.45, 68.5]",No,DSL,No phone service,Male,Yes,No,Yes,Yes,"(57.6, 64.8]",Month-to-month,Yes,e0cee044-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,Yes,"(64.8, 72.0]",Two year,No internet service,d81c0e40-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",One year,No,e9a4934e-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Month-to-month,No,de169568-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Credit card (automatic),Yes,No,"(48.4, 58.45]",No,DSL,No phone service,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e8bc5f16-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(58.45, 68.5]",Yes,DSL,Yes,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,e927f76c-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,Yes,Yes,No,Yes,"(7.2, 14.4]",Month-to-month,No,e56e9d56-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,Yes,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(43.2, 50.4]",One year,No,de1e5582-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,Yes,No internet service,No,"(14.4, 21.6]",One year,No internet service,dcc59088-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(43.2, 50.4]",One year,No,dd524a6e-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7f9caf6-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(57.6, 64.8]",Two year,No internet service,d894f828-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(21.6, 28.8]",One year,No internet service,d812a242-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(48.4, 58.45]",No,DSL,No phone service,Male,No,No,Yes,Yes,"(36.0, 43.2]",Month-to-month,No,db891da2-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(21.6, 28.8]",Month-to-month,No,ddfcbba2-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(21.6, 28.8]",One year,No internet service,dc0f3b58-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,No,"(78.55, 88.6]",Yes,DSL,Yes,Male,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e17e01b4-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(28.8, 36.0]",Month-to-month,No,e588ccd0-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,Yes,"(14.4, 21.6]",Month-to-month,No internet service,da7afa84-82c9-11ec-954a-acde48001122,0
No,Yes,No,Mailed check,No,No,"(78.55, 88.6]",Yes,Fiber optic,No,Female,Yes,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,d92c0e7a-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Male,No,No,Yes,Yes,"(50.4, 57.6]",One year,Yes,db066e8e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,Yes,"(7.2, 14.4]",Month-to-month,Yes,d897968c-82c9-11ec-954a-acde48001122,0
Yes,No,No,Credit card (automatic),No,Yes,"(38.35, 48.4]",No,DSL,No phone service,Male,No,No,Yes,Yes,"(7.2, 14.4]",Month-to-month,No,dbacaac4-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c6fee6-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Mailed check,No,Yes,"(48.4, 58.45]",No,DSL,No phone service,Male,Yes,No,Yes,No,"(21.6, 28.8]",One year,Yes,dde747f4-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,No,"(58.45, 68.5]",Yes,DSL,Yes,Male,Yes,No,No,No,"(21.6, 28.8]",Month-to-month,No,e79b07e0-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,Yes,"(78.55, 88.6]",Yes,DSL,No,Female,Yes,Yes,Yes,Yes,"(57.6, 64.8]",Two year,Yes,e0dc10de-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,No,Yes,Yes,Yes,"(7.2, 14.4]",Month-to-month,Yes,de116868-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Mailed check,No,No,"(58.45, 68.5]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,dc9736ac-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Bank transfer (automatic),No,Yes,"(28.3, 38.35]",No,DSL,No phone service,Female,No,No,No,No,"(21.6, 28.8]",Two year,No,dfa22622-82c9-11ec-954a-acde48001122,0
Yes,No,No,Electronic check,No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,No,"(57.6, 64.8]",Month-to-month,Yes,db472f50-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Female,Yes,Yes,Yes,No,"(64.8, 72.0]",Two year,Yes,de6cf2f0-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,Yes,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7cc54fe-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Credit card (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Female,Yes,No,No internet service,No,"(7.2, 14.4]",Two year,No internet service,d993c222-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),No,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(57.6, 64.8]",Month-to-month,Yes,e01c3548-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d884ea-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7dff0-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,Yes,"(50.4, 57.6]",Two year,No internet service,d9e05024-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(14.4, 21.6]",Month-to-month,No,e50ddf0c-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d7e82418-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,No,d8ec8f8e-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Mailed check,Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,dc6b43bc-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,No,No,No,Yes,"(14.4, 21.6]",Month-to-month,Yes,e9e9261c-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,Yes,"(48.4, 58.45]",Yes,DSL,Yes,Male,Yes,No,No,No,"(36.0, 43.2]",One year,No,e4805218-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Male,Yes,No,No,Yes,"(64.8, 72.0]",One year,No,e98bdb2e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,Yes,"(38.35, 48.4]",No,DSL,No phone service,Male,Yes,Yes,No,No,"(21.6, 28.8]",Month-to-month,No,e39de8d8-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,No,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,Yes,No,Yes,Yes,"(50.4, 57.6]",Two year,Yes,dd690164-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(57.6, 64.8]",Month-to-month,Yes,e1075988-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,No,"(58.45, 68.5]",Yes,DSL,No,Female,Yes,Yes,No,Yes,"(14.4, 21.6]",Month-to-month,No,e929c9a2-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(36.0, 43.2]",Month-to-month,Yes,e655dcde-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,Yes,No,No internet service,No,"(7.2, 14.4]",Two year,No internet service,d92b35fe-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,Yes,"(68.5, 78.55]",Yes,DSL,Yes,Female,No,No,No,No,"(7.2, 14.4]",Month-to-month,No,ddf195c4-82c9-11ec-954a-acde48001122,0
No,No,No,Credit card (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d8556fc8-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,Yes,No,No internet service,No,"(-0.073, 7.2]",One year,No internet service,d7dbfe9a-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(88.6, 98.65]",Yes,DSL,Yes,Male,Yes,No,Yes,No,"(64.8, 72.0]",Two year,Yes,d8a2d84e-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Bank transfer (automatic),No,Yes,"(48.4, 58.45]",Yes,DSL,No,Male,Yes,No,No,No,"(43.2, 50.4]",Two year,No,df9b278c-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,Yes,Yes,Yes,"(14.4, 21.6]",Month-to-month,No,e3c9bc06-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,No,Male,Yes,No,Yes,No,"(57.6, 64.8]",One year,Yes,da03fc5e-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Credit card (automatic),No,No,"(58.45, 68.5]",Yes,DSL,No,Male,Yes,No,No,No,"(-0.073, 7.2]",Month-to-month,No,dac05142-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,No,No,"(38.35, 48.4]",No,DSL,No phone service,Male,Yes,No,Yes,Yes,"(28.8, 36.0]",Month-to-month,Yes,df245fda-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(50.4, 57.6]",One year,No internet service,e8054704-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),Yes,No,"(78.55, 88.6]",Yes,Fiber optic,Yes,Female,Yes,No,No,Yes,"(64.8, 72.0]",Month-to-month,Yes,e513195e-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Electronic check,Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,No,Male,No,No,No,No,"(50.4, 57.6]",One year,Yes,e811572e-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Female,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d8690e0c-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d7e823c8-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(48.4, 58.45]",Yes,DSL,No,Male,No,No,No,No,"(-0.073, 7.2]",Month-to-month,Yes,d8c2f4da-82c9-11ec-954a-acde48001122,0
No,Yes,No,Credit card (automatic),No,No,"(18.148999999999997, 28.3]",No,DSL,No phone service,Male,No,No,No,No,"(28.8, 36.0]",Month-to-month,No,e74827a0-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,Yes,Yes,Yes,"(57.6, 64.8]",Month-to-month,Yes,e8e2bfa8-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,No,"(98.65, 108.7]",Yes,Fiber optic,Yes,Male,Yes,No,Yes,Yes,"(57.6, 64.8]",Month-to-month,No,dbb0f6e2-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Bank transfer (automatic),No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,No,No,No internet service,No,"(43.2, 50.4]",Two year,No internet service,dc87edc8-82c9-11ec-954a-acde48001122,0
Yes,Yes,No,Electronic check,Yes,No,"(48.4, 58.45]",Yes,DSL,No,Male,No,Yes,No,Yes,"(7.2, 14.4]",Month-to-month,No,dfabcdbc-82c9-11ec-954a-acde48001122,0
Yes,No,No,Mailed check,No,No,"(58.45, 68.5]",Yes,DSL,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e0b780ca-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(58.45, 68.5]",Yes,DSL,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e9a83b70-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7c7dec4-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Electronic check,Yes,No,"(78.55, 88.6]",Yes,DSL,Yes,Female,No,No,Yes,Yes,"(50.4, 57.6]",One year,Yes,dc163c50-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,No,"(-0.073, 7.2]",Month-to-month,No internet service,d7ed2a76-82c9-11ec-954a-acde48001122,0
No,No,Yes,Bank transfer (automatic),No,No,"(88.6, 98.65]",Yes,Fiber optic,Yes,Female,No,No,Yes,No,"(43.2, 50.4]",Month-to-month,No,e3cffb52-82c9-11ec-954a-acde48001122,0
No,Yes,Yes,Bank transfer (automatic),No,Yes,"(68.5, 78.55]",Yes,DSL,Yes,Female,Yes,No,Yes,No,"(14.4, 21.6]",One year,No,e8686a8c-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,Yes,"(68.5, 78.55]",Yes,DSL,No,Female,No,No,Yes,Yes,"(-0.073, 7.2]",Month-to-month,No,e90e6752-82c9-11ec-954a-acde48001122,0
Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,No,da6900b8-82c9-11ec-954a-acde48001122,0
No,No,No,Mailed check,No,No,"(38.35, 48.4]",Yes,DSL,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,No,d7d0b92c-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),No,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,No,No,Yes,Yes,"(28.8, 36.0]",One year,Yes,e375c650-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Male,No,No,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,d7c8d270-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Electronic check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,Yes,No internet service,Yes,"(-0.073, 7.2]",Month-to-month,No internet service,dbd9b1cc-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,Yes,No,"(48.4, 58.45]",Yes,DSL,Yes,Female,No,No,No,Yes,"(28.8, 36.0]",Month-to-month,No,e2986b2a-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,Yes,Yes,"(88.6, 98.65]",Yes,Fiber optic,Yes,Male,Yes,No,No,No,"(57.6, 64.8]",One year,No,eaedc0c2-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,No,"(68.5, 78.55]",Yes,Fiber optic,No,Male,No,No,No,Yes,"(-0.073, 7.2]",Month-to-month,Yes,d9d3e6e0-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Credit card (automatic),Yes,No,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,Yes,No,Yes,Yes,"(43.2, 50.4]",Two year,Yes,e1198f5e-82c9-11ec-954a-acde48001122,0
No,No,Yes,Credit card (automatic),Yes,Yes,"(78.55, 88.6]",Yes,DSL,Yes,Female,Yes,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,e9913182-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Electronic check,No,Yes,"(98.65, 108.7]",Yes,Fiber optic,No,Female,No,No,Yes,Yes,"(14.4, 21.6]",Month-to-month,Yes,dde3d812-82c9-11ec-954a-acde48001122,0
No,No,No,Bank transfer (automatic),Yes,Yes,"(58.45, 68.5]",Yes,DSL,Yes,Female,Yes,No,No,No,"(64.8, 72.0]",Two year,Yes,e45a35c4-82c9-11ec-954a-acde48001122,0
No,No,No,Electronic check,No,Yes,"(78.55, 88.6]",Yes,Fiber optic,Yes,Male,Yes,Yes,No,Yes,"(21.6, 28.8]",One year,Yes,e5ac2112-82c9-11ec-954a-acde48001122,0
No internet service,No,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,No,Female,No,No,No internet service,Yes,"(7.2, 14.4]",One year,No internet service,d8789e30-82c9-11ec-954a-acde48001122,0
No internet service,Yes,No internet service,Mailed check,No internet service,No internet service,"(18.148999999999997, 28.3]",Yes,No,Yes,Male,Yes,No,No internet service,No,"(64.8, 72.0]",Two year,No internet service,d80f31ac-82c9-11ec-954a-acde48001122,0
No,No,Yes,Electronic check,No,No,"(28.3, 38.35]",No,DSL,No phone service,Male,No,No,No,No,"(-0.073, 7.2]",Month-to-month,No,e96c1604-82c9-11ec-954a-acde48001122,0
Yes,No,Yes,Bank transfer (automatic),Yes,Yes,"(108.7, 118.75]",Yes,Fiber optic,Yes,Female,No,No,Yes,Yes,"(64.8, 72.0]",Two year,Yes,d8a56dca-82c9-11ec-954a-acde48001122,0
