TechSupport,InternetService,DeviceProtection,StreamingTV,OnlineSecurity,monthly_charges_bins,tenure_bins,OnlineBackup,PaymentMethod,Contract,Dependents,Partner,gender,SeniorCitizen,PhoneService,MultipleLines,PaperlessBilling,StreamingMovies,customerID,Churn
No,DSL,Yes,No,No,"(48.4, 58.45]","(-0.073, 7.2]",Yes,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,c55d2488-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,Yes,"(48.4, 58.45]","(21.6, 28.8]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,No,No,No,c816cac6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",Yes,Bank transfer (automatic),Month-to-month,No,Yes,Female,Yes,Yes,No,Yes,No,cfc90252-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,No,"(98.65, 108.7]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,No,Yes,cb51bd40-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(-0.073, 7.2]",No,Mailed check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,Yes,d35a5308-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Bank transfer (automatic),One year,No,No,Male,No,Yes,No,Yes,No internet service,c869d590-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,One year,No,No,Female,No,Yes,No,No,No internet service,c4d85d2a-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(58.45, 68.5]","(21.6, 28.8]",Yes,Bank transfer (automatic),One year,No,No,Female,No,Yes,No,No,No,ce253e98-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(64.8, 72.0]",No,Bank transfer (automatic),Two year,No,Yes,Female,No,Yes,Yes,Yes,No,d2d91928-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(88.6, 98.65]","(28.8, 36.0]",Yes,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,d5a64f5e-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,Yes,Female,Yes,Yes,Yes,Yes,Yes,c53e85aa-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(58.45, 68.5]","(-0.073, 7.2]",Yes,Electronic check,Month-to-month,Yes,No,Female,No,Yes,No,Yes,No,c773eafe-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,Yes,"(68.5, 78.55]","(28.8, 36.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,Yes,No,cdc4336e-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",No,Bank transfer (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,c9ca4140-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Credit card (automatic),Two year,No,No,Female,No,Yes,Yes,Yes,No internet service,c9c1f30a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Mailed check,One year,Yes,Yes,Male,No,Yes,No,No,No internet service,c9662ca0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,Yes,Yes,No,c47bf972-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,No,No internet service,c8e11e2a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Female,No,Yes,No,Yes,No,c4c0b3a0-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c46a555a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Mailed check,One year,No,Yes,Female,No,Yes,Yes,No,No,d5db1496-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,No,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),One year,No,No,Male,No,Yes,No,No,No,d30b6db0-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,No,Yes,c4cc9de6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,No,c4710e0e-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Electronic check,Two year,No,Yes,Female,No,Yes,Yes,Yes,Yes,c5d3b878-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",No,Credit card (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,c92ac2a0-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,Yes,No,"(38.35, 48.4]","(57.6, 64.8]",No,Bank transfer (automatic),Two year,No,Yes,Male,No,No,No phone service,Yes,No,c7a851e0-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(48.4, 58.45]","(21.6, 28.8]",Yes,Mailed check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c7eed606-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,No,Yes,"(58.45, 68.5]","(14.4, 21.6]",No,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,No,No,Yes,cf1232ca-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(38.35, 48.4]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,Yes,Yes,No,No,No,c4befd8a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,Yes,No,No internet service,c9d6828e-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,No,Yes,No,"(88.6, 98.65]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,cbdc6fb2-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,No,Yes,No,ca5bc80e-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(28.8, 36.0]",No,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,Yes,No,No,d6151f6a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Electronic check,Month-to-month,No,No,Male,No,Yes,No,No,No internet service,c49680f8-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(36.0, 43.2]",Yes,Bank transfer (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,No,d2f8fb08-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,Yes,No,No internet service,c5adca6e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(7.2, 14.4]",No,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,No,Yes,No,d01a710a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(36.0, 43.2]",No internet service,Bank transfer (automatic),Two year,Yes,Yes,Female,No,Yes,Yes,Yes,No internet service,c9f67350-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(68.5, 78.55]","(57.6, 64.8]",No,Mailed check,Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,cdeaf33c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,No,c54c91f4-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,No,"(58.45, 68.5]","(21.6, 28.8]",Yes,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,c7d0ceb8-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,Yes,No,No internet service,c4e9df64-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(78.55, 88.6]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,Yes,No,Yes,ce8f9ffe-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(43.2, 50.4]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,Yes,No,No internet service,c4bd4a44-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,No,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Electronic check,One year,No,Yes,Male,No,Yes,Yes,No,No,d29ff09e-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,No,"(68.5, 78.55]","(43.2, 50.4]",No,Bank transfer (automatic),Two year,No,No,Female,No,Yes,No,Yes,Yes,cd1cb86e-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(28.3, 38.35]","(7.2, 14.4]",No,Credit card (automatic),One year,Yes,Yes,Female,No,No,No phone service,No,No,c7dc6ffc-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,No,No phone service,Yes,Yes,ce4a22c6-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(14.4, 21.6]",No internet service,Mailed check,One year,No,No,Male,No,Yes,No,No,No internet service,c4aea034-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,No,No,No internet service,c9bddb9e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(78.55, 88.6]","(43.2, 50.4]",No,Electronic check,Month-to-month,No,Yes,Female,Yes,Yes,Yes,No,No,d5c3383a-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(28.8, 36.0]",No internet service,Mailed check,One year,No,No,Female,No,Yes,No,No,No internet service,c497591a-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Bank transfer (automatic),One year,Yes,Yes,Female,No,Yes,No,Yes,No internet service,c9a0b6ea-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(50.4, 57.6]",Yes,Mailed check,Two year,No,No,Male,No,Yes,Yes,Yes,Yes,ca8dcf16-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(78.55, 88.6]","(57.6, 64.8]",Yes,Electronic check,One year,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,cdddf0c4-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(68.5, 78.55]","(36.0, 43.2]",Yes,Credit card (automatic),One year,No,No,Female,No,Yes,No,No,Yes,cdf1e05c-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Male,No,Yes,Yes,No,No,d4d86328-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(36.0, 43.2]",No,Credit card (automatic),One year,No,Yes,Female,No,Yes,No,Yes,Yes,c9b8f57a-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(36.0, 43.2]",Yes,Electronic check,Month-to-month,No,Yes,Male,Yes,Yes,No,Yes,Yes,d66307e8-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(68.5, 78.55]","(21.6, 28.8]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,No,No,No,d55c7fe6-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(14.4, 21.6]",Yes,Credit card (automatic),Month-to-month,Yes,Yes,Female,No,Yes,No,Yes,No,d2b81aac-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,No,No,Male,No,Yes,No,Yes,No internet service,c46c0486-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,Yes,No,Male,No,Yes,No,No,No,cfe88f96-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,Yes,"(38.35, 48.4]","(-0.073, 7.2]",No,Mailed check,Month-to-month,No,No,Female,No,No,No phone service,No,Yes,cc80a4ce-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(78.55, 88.6]","(57.6, 64.8]",Yes,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,Yes,No,Yes,ce82207c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,Yes,Male,No,Yes,No,Yes,Yes,d27c9180-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(78.55, 88.6]","(28.8, 36.0]",No,Credit card (automatic),Month-to-month,Yes,Yes,Female,No,Yes,No,Yes,Yes,d4cc6c62-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(57.6, 64.8]",No internet service,Credit card (automatic),Two year,Yes,No,Female,No,Yes,No,No,No internet service,c6f0d8a8-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(43.2, 50.4]",Yes,Bank transfer (automatic),One year,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,c85e9bbc-82c9-11ec-acdd-acde48001122,0
No,DSL,No,Yes,No,"(48.4, 58.45]","(7.2, 14.4]",No,Electronic check,Month-to-month,Yes,Yes,Male,No,Yes,No,Yes,No,d17df6a2-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(21.6, 28.8]",Yes,Electronic check,Month-to-month,Yes,No,Male,No,Yes,No,Yes,No,d2e09d06-82c9-11ec-acdd-acde48001122,1
No,DSL,No,No,No,"(48.4, 58.45]","(14.4, 21.6]",No,Mailed check,Month-to-month,No,No,Female,No,Yes,Yes,No,No,d047e644-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Bank transfer (automatic),Month-to-month,No,Yes,Female,No,Yes,No,Yes,No internet service,d3dcbffa-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,No,c46e86a2-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,Yes,Yes,Yes,ca63feac-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,Yes,"(38.35, 48.4]","(43.2, 50.4]",Yes,Credit card (automatic),One year,No,No,Female,No,No,No phone service,No,No,c8358ef2-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(-0.073, 7.2]",No internet service,Mailed check,Month-to-month,Yes,Yes,Female,No,Yes,Yes,Yes,No internet service,c8e53302-82c9-11ec-acdd-acde48001122,0
No,DSL,Yes,Yes,No,"(48.4, 58.45]","(28.8, 36.0]",No,Electronic check,One year,No,No,Male,No,No,No phone service,Yes,Yes,ce3f571a-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(88.6, 98.65]","(50.4, 57.6]",Yes,Mailed check,One year,No,No,Female,No,Yes,Yes,No,No,d3b6ced0-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Mailed check,One year,No,No,Female,No,Yes,No,No,No internet service,c7f7d9b8-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Two year,Yes,Yes,Female,No,Yes,Yes,No,No internet service,c905761c-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,Yes,"(68.5, 78.55]","(21.6, 28.8]",No,Mailed check,Month-to-month,Yes,Yes,Female,No,Yes,No,No,No,d558f7a4-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(68.5, 78.55]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,Yes,Yes,Male,No,Yes,Yes,No,No,cde3fba4-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(98.65, 108.7]","(14.4, 21.6]",Yes,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,d6e75c46-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(57.6, 64.8]",Yes,Mailed check,Two year,Yes,Yes,Male,No,Yes,No,No,Yes,c9c556e4-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(88.6, 98.65]","(64.8, 72.0]",Yes,Electronic check,Two year,Yes,Yes,Male,No,Yes,Yes,No,Yes,c5566b8e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(57.6, 64.8]",No internet service,Mailed check,Two year,No,Yes,Male,No,Yes,No,No,No internet service,c50d4bf2-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(28.8, 36.0]",No,Electronic check,Month-to-month,Yes,Yes,Male,Yes,Yes,Yes,Yes,Yes,d42e4c1c-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Bank transfer (automatic),Month-to-month,Yes,No,Male,No,Yes,No,No,No internet service,c8d26b64-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Bank transfer (automatic),Two year,No,Yes,Male,No,Yes,No,No,No internet service,c722d1c8-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(50.4, 57.6]",No internet service,Bank transfer (automatic),Two year,Yes,Yes,Female,No,Yes,No,No,No internet service,c50c58be-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,No,"(68.5, 78.55]","(50.4, 57.6]",Yes,Mailed check,Two year,No,No,Female,No,Yes,No,No,No,cd73e2ec-82c9-11ec-acdd-acde48001122,0
Yes,DSL,No,No,No,"(48.4, 58.45]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,No,Female,No,Yes,No,Yes,No,c6116bf0-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(-0.073, 7.2]",No,Credit card (automatic),Month-to-month,No,Yes,Male,Yes,Yes,No,Yes,Yes,d2a97164-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,Yes,"(68.5, 78.55]","(57.6, 64.8]",Yes,Credit card (automatic),One year,No,No,Female,No,Yes,Yes,Yes,No,cde85c62-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(57.6, 64.8]",Yes,Credit card (automatic),One year,No,Yes,Female,Yes,Yes,Yes,Yes,No,d2bab186-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(64.8, 72.0]",Yes,Credit card (automatic),Two year,No,No,Male,No,Yes,Yes,No,Yes,ca5600cc-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(36.0, 43.2]",Yes,Electronic check,Month-to-month,No,No,Female,No,Yes,Yes,Yes,Yes,c5a426ee-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,No,No,"(68.5, 78.55]","(43.2, 50.4]",No,Mailed check,One year,No,Yes,Female,No,Yes,Yes,Yes,Yes,cc874ca2-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(7.2, 14.4]",Yes,Credit card (automatic),Month-to-month,No,No,Female,No,Yes,Yes,Yes,No,cf8c4f88-82c9-11ec-acdd-acde48001122,1
No,DSL,No,Yes,No,"(38.35, 48.4]","(14.4, 21.6]",Yes,Mailed check,Month-to-month,No,No,Male,Yes,No,No phone service,Yes,No,d22907a4-82c9-11ec-acdd-acde48001122,1
No,Fiber optic,No,Yes,No,"(98.65, 108.7]","(28.8, 36.0]",Yes,Credit card (automatic),Month-to-month,No,Yes,Male,No,Yes,Yes,Yes,Yes,d6ba15f6-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(21.6, 28.8]",No internet service,Mailed check,Month-to-month,Yes,No,Male,No,Yes,No,No,No internet service,c5c5f54e-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(68.5, 78.55]","(-0.073, 7.2]",No,Bank transfer (automatic),Month-to-month,No,No,Female,Yes,Yes,No,Yes,No,cfecbea4-82c9-11ec-acdd-acde48001122,1
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(14.4, 21.6]",No,Mailed check,One year,No,Yes,Female,No,Yes,No,No,Yes,cae7480c-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(58.45, 68.5]","(64.8, 72.0]",Yes,Bank transfer (automatic),Two year,Yes,Yes,Female,No,No,No phone service,No,Yes,c5438dca-82c9-11ec-acdd-acde48001122,0
No,DSL,No,No,No,"(28.3, 38.35]","(7.2, 14.4]",Yes,Mailed check,Month-to-month,No,No,Female,No,No,No phone service,Yes,No,d0dcc8a4-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(48.4, 58.45]","(14.4, 21.6]",Yes,Mailed check,Two year,No,No,Male,No,No,No phone service,No,No,ca9fb29e-82c9-11ec-acdd-acde48001122,0
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(7.2, 14.4]",No internet service,Mailed check,Two year,Yes,Yes,Male,No,Yes,No,No,No internet service,c4a496fc-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,Yes,"(88.6, 98.65]","(50.4, 57.6]",No,Bank transfer (automatic),Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,No,d60ae9f0-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,Yes,No,"(88.6, 98.65]","(21.6, 28.8]",No,Bank transfer (automatic),Month-to-month,No,No,Male,No,Yes,Yes,Yes,Yes,d697a08e-82c9-11ec-acdd-acde48001122,1
Yes,Fiber optic,No,Yes,Yes,"(108.7, 118.75]","(43.2, 50.4]",Yes,Bank transfer (automatic),Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,Yes,cb682512-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(43.2, 50.4]",Yes,Electronic check,Month-to-month,No,Yes,Female,No,Yes,Yes,Yes,No,d39978ee-82c9-11ec-acdd-acde48001122,1
No internet service,No,No internet service,No internet service,No internet service,"(18.148999999999997, 28.3]","(64.8, 72.0]",No internet service,Credit card (automatic),One year,Yes,Yes,Female,No,Yes,No,Yes,No internet service,c71dd3b2-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,Yes,Yes,"(78.55, 88.6]","(57.6, 64.8]",Yes,Credit card (automatic),Two year,No,No,Female,No,Yes,Yes,Yes,Yes,ca4cf4f0-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]","(64.8, 72.0]",No,Credit card (automatic),Two year,Yes,Yes,Male,No,Yes,No,Yes,Yes,c9cbe536-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(-0.073, 7.2]",No,Electronic check,Month-to-month,No,No,Female,No,Yes,No,Yes,Yes,c4982c1e-82c9-11ec-acdd-acde48001122,1
Yes,DSL,No,No,No,"(48.4, 58.45]","(21.6, 28.8]",No,Credit card (automatic),Month-to-month,No,No,Male,No,Yes,No,Yes,No,c74fdbaa-82c9-11ec-acdd-acde48001122,0
Yes,DSL,Yes,No,No,"(68.5, 78.55]","(43.2, 50.4]",No,Credit card (automatic),One year,No,No,Female,Yes,Yes,Yes,Yes,Yes,cc882082-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,Yes,Yes,No,"(98.65, 108.7]","(28.8, 36.0]",Yes,Electronic check,Month-to-month,No,No,Female,Yes,Yes,Yes,Yes,Yes,d4276348-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,Yes,"(108.7, 118.75]","(64.8, 72.0]",Yes,Credit card (automatic),One year,No,No,Male,No,Yes,Yes,Yes,Yes,c8c7cb32-82c9-11ec-acdd-acde48001122,0
No,Fiber optic,No,No,No,"(78.55, 88.6]","(50.4, 57.6]",Yes,Bank transfer (automatic),One year,No,No,Male,Yes,Yes,Yes,Yes,No,d5717860-82c9-11ec-acdd-acde48001122,0
Yes,Fiber optic,Yes,Yes,No,"(88.6, 98.65]","(36.0, 43.2]",No,Electronic check,Month-to-month,No,Yes,Female,Yes,Yes,No,No,No,cca7b276-82c9-11ec-acdd-acde48001122,0
