Partner,Dependents,gender,OnlineSecurity,monthly_charges_bins,OnlineBackup,MultipleLines,PhoneService,PaymentMethod,InternetService,tenure_bins,StreamingMovies,TechSupport,StreamingTV,Contract,DeviceProtection,PaperlessBilling,SeniorCitizen,customerID,Churn
Yes,No,Female,No internet service,"(78.55, 88.6]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,No,Month-to-month,Yes,No,Yes,9895-SZNLP,0
No,No,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(-0.073, 7.2]",Yes,Yes,Yes,Two year,Yes,No,No,3625-BBZET,0
No,No,Male,No,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(14.4, 21.6]",No,Yes,No,Month-to-month,No,Yes,No,7363-IOMIC,0
No,No,Female,No,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",No,No internet service,No,Month-to-month,Yes,Yes,Yes,5898-DLEBA,1
No,No,Female,No internet service,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,Yes,Month-to-month,No,No,No,5950-HLQYC,0
No,Yes,Male,No,"(38.35, 48.4]",No,No phone service,No,Electronic check,DSL,"(21.6, 28.8]",Yes,No,Yes,One year,No,Yes,Yes,3315-NLEWJ,1
Yes,No,Male,Yes,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",No,Yes,No,One year,No,Yes,No,0269-TWCKI,0
Yes,No,Male,Yes,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,Yes,No,One year,No,Yes,Yes,5593-PVMUE,0
No,No,Female,No internet service,"(38.35, 48.4]",No,No,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,No,No,Two year,No,Yes,No,3487-ECKLK,0
No,No,Female,No,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,No,6489-GGXGU,0
No,Yes,Female,Yes,"(78.55, 88.6]",Yes,No,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,Yes,No,One year,No,Yes,Yes,8306-RFAOF,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5635-XDVXA,0
No,No,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(36.0, 43.2]",No,No,No,Month-to-month,No,No,No,0867-NSHWA,1
No,No,Female,No,"(38.35, 48.4]",No,No,Yes,Electronic check,DSL,"(14.4, 21.6]",No,No,No,Month-to-month,No,No,No,6975-TUCBG,0
No,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",Yes,Yes,Yes,One year,No,Yes,No,9775-SXZUM,0
Yes,No,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,2682-WZIPY,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Credit card (automatic),DSL,"(43.2, 50.4]",No,No,No,Month-to-month,Yes,Yes,Yes,1431-RQLRT,0
Yes,Yes,Male,No,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,No internet service,Yes,Two year,No,No,Yes,8960-QIGGD,0
Yes,Yes,Male,No,"(28.3, 38.35]",Yes,No phone service,No,Electronic check,DSL,"(36.0, 43.2]",No,No,No,Month-to-month,No,No,No,0594-FUYGB,1
Yes,No,Male,Yes,"(108.7, 118.75]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,One year,Yes,Yes,Yes,0882-NMGHO,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",No,No,No,Two year,No,No,No,2452-GRBEP,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Credit card (automatic),DSL,"(7.2, 14.4]",Yes,Yes,No,Two year,No,Yes,No,2080-KGNAG,0
No,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,No,Yes,No,4999-DSALQ,1
No,No,Female,Yes,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,7588-DUHSP,0
No,No,Male,No,"(48.4, 58.45]",No,Yes,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,No,No,Two year,Yes,No,No,4914-PIMFH,1
No,Yes,Female,Yes,"(58.45, 68.5]",Yes,No,Yes,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,No,No,Month-to-month,Yes,No,No,7626-XSQTL,0
Yes,No,Male,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",Yes,No,Yes,Month-to-month,No,Yes,Yes,7488-KPGQU,1
Yes,No,Male,No internet service,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",Yes,No,Yes,One year,No,Yes,No,9579-VTQZX,0
No,No,Female,Yes,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(43.2, 50.4]",Yes,No,Yes,One year,No,No,Yes,3906-BCQWX,0
Yes,No,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",No,Yes,No,Month-to-month,No,Yes,No,9216-XUAEC,1
No,Yes,Female,Yes,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(-0.073, 7.2]",No,No internet service,No,Month-to-month,No,Yes,No,4159-RJZEJ,1
Yes,Yes,Female,No internet service,"(48.4, 58.45]",No,No,Yes,Electronic check,DSL,"(21.6, 28.8]",No,Yes,No,One year,Yes,No,No,8190-IUQQX,0
Yes,Yes,Female,Yes,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(14.4, 21.6]",No,Yes,No,Two year,No,Yes,No,3393-SRETR,0
Yes,Yes,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Mailed check,DSL,"(50.4, 57.6]",Yes,No,Yes,One year,Yes,Yes,Yes,2164-OKMQH,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,One year,No internet service,No,No,3601-PLPNM,0
Yes,Yes,Male,Yes,"(38.35, 48.4]",No,No phone service,No,Credit card (automatic),DSL,"(14.4, 21.6]",No,No,Yes,One year,Yes,No,No,2499-OLCGS,0
No,Yes,Female,No,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,No internet service,Yes,One year,Yes,Yes,No,2289-XOIZY,0
Yes,No,Male,Yes,"(58.45, 68.5]",Yes,No,Yes,Mailed check,DSL,"(14.4, 21.6]",Yes,No,No,One year,No,No,No,0518-SBFZD,0
Yes,No,Female,No,"(58.45, 68.5]",No,Yes,Yes,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,Yes,Yes,One year,No,Yes,No,0192-VJPQH,0
Yes,Yes,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(43.2, 50.4]",No,No,No,Month-to-month,No,No,Yes,5277-RYTEJ,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,0370-KQGFW,0
Yes,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",No,No internet service,Yes,Month-to-month,Yes,No,No,1507-MPKIX,0
Yes,No,Male,No internet service,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,Yes,Two year,No,Yes,No,1097-NJQVZ,1
Yes,No,Male,Yes,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(43.2, 50.4]",No,No,No,Two year,Yes,No,No,1603-YJWER,0
No,No,Male,Yes,"(58.45, 68.5]",Yes,No,Yes,Mailed check,DSL,"(36.0, 43.2]",No,Yes,No,Two year,No,Yes,No,9449-RQGXW,0
No,No,Female,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(7.2, 14.4]",No,Yes,No,One year,No,Yes,No,9605-NCDXB,0
Yes,No,Female,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,No internet service,No,Month-to-month,Yes,Yes,No,5530-OYEBH,0
Yes,Yes,Female,Yes,"(108.7, 118.75]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,2462-PNUBQ,1
No,Yes,Female,Yes,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,One year,Yes,Yes,Yes,0512-KBGKY,0
Yes,Yes,Male,No,"(58.45, 68.5]",No,No,Yes,Electronic check,DSL,"(7.2, 14.4]",Yes,Yes,Yes,One year,No,Yes,No,0971-WFZES,0
Yes,No,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",No,Yes,No,Two year,Yes,Yes,No,2829-MGUFK,0
No,No,Male,No internet service,"(108.7, 118.75]",Yes,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,Month-to-month,Yes,Yes,No,6264-GBOGS,0
Yes,No,Female,No,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,One year,No,Yes,Yes,8144-ZFRHL,0
No,Yes,Female,Yes,"(68.5, 78.55]",No,Yes,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",No,No,No,One year,No,Yes,No,9819-TAJYO,1
Yes,No,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Electronic check,Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,6671-LBOJP,0
Yes,No,Female,No,"(88.6, 98.65]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(14.4, 21.6]",Yes,No,Yes,Month-to-month,No,Yes,No,1662-QWXWP,0
No,Yes,Male,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",No,No,No,Two year,No,No,No,3006-VYCPD,1
Yes,No,Male,No,"(28.3, 38.35]",Yes,No phone service,No,Credit card (automatic),DSL,"(50.4, 57.6]",No,No,No,Month-to-month,No,Yes,Yes,6973-AVHPX,0
No,Yes,Female,Yes,"(58.45, 68.5]",No,Yes,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",No,Yes,No,Month-to-month,Yes,No,No,5833-PLLZU,1
Yes,No,Male,Yes,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,No,Month-to-month,No,Yes,No,7057-HWPFH,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,5398-VYKSZ,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,One year,No internet service,No,No,7750-UJVFO,0
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,No,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",No,No internet service,Yes,One year,Yes,Yes,No,6931-WIIZZ,0
No,Yes,Female,No internet service,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,Yes,One year,No,Yes,No,7903-IKGZW,1
No,No,Female,No internet service,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No,Yes,Month-to-month,No,Yes,Yes,4490-FYATN,1
No,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Mailed check,Fiber optic,"(57.6, 64.8]",No,Yes,Yes,Month-to-month,Yes,Yes,No,9659-IQIZT,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Mailed check,DSL,"(50.4, 57.6]",No,Yes,Yes,Two year,No,Yes,No,3150-HPMRE,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,9236-UVCJY,0
Yes,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,7105-AQOUK,0
No,No,Female,Yes,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,Yes,No,Two year,No,Yes,No,6227-ABDTC,1
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(21.6, 28.8]",Yes,Yes,Yes,Two year,Yes,No,No,3297-KGUSG,0
Yes,Yes,Male,No,"(88.6, 98.65]",Yes,Yes,Yes,Mailed check,Fiber optic,"(64.8, 72.0]",No,Yes,Yes,Two year,No,Yes,No,2017-GREJR,0
No,No,Male,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No,Yes,One year,No,Yes,No,4228-IMAAR,0
Yes,Yes,Female,No internet service,"(48.4, 58.45]",No,No,Yes,Electronic check,DSL,"(7.2, 14.4]",Yes,No internet service,No,Month-to-month,No,No,No,3228-ZPMCG,1
No,Yes,Female,No internet service,"(48.4, 58.45]",No,Yes,Yes,Electronic check,DSL,"(-0.073, 7.2]",No,No,No,One year,No,Yes,No,8241-DIMRW,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,1795-GFGIH,0
No,No,Male,No,"(68.5, 78.55]",Yes,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,No,Month-to-month,No,No,No,1590-DOBOQ,1
Yes,Yes,Male,No internet service,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,No internet service,Yes,One year,No,Yes,No,8158-OJUVX,0
Yes,No,Female,No internet service,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No internet service,Yes,Month-to-month,Yes,Yes,Yes,1691-VXBHY,1
Yes,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,3605-BURBH,0
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,8068-PIZZQ,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",Yes,No,Yes,One year,Yes,Yes,No,7992-AMFGI,0
Yes,Yes,Female,No,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",Yes,No,No,Month-to-month,Yes,Yes,Yes,7903-CLNPT,0
Yes,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(7.2, 14.4]",Yes,No,No,Two year,No,Yes,No,6423-YRWDJ,0
No,No,Female,Yes,"(68.5, 78.55]",Yes,No,Yes,Mailed check,DSL,"(28.8, 36.0]",Yes,Yes,No,One year,Yes,Yes,No,9345-WXPQO,0
No,No,Female,Yes,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,Yes,4719-TDFZN,1
Yes,Yes,Male,Yes,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,Yes,No,Month-to-month,No,Yes,No,2084-OBPSU,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",No,No,No,Month-to-month,Yes,Yes,No,9541-JKPKT,0
Yes,Yes,Male,Yes,"(78.55, 88.6]",Yes,No,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,No,No,3726-TPBMK,0
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",No,Yes,No,Month-to-month,Yes,No,No,3758-BOUGM,0
No,Yes,Female,No internet service,"(48.4, 58.45]",No,No,Yes,Electronic check,DSL,"(-0.073, 7.2]",Yes,No,No,Month-to-month,No,Yes,No,2098-VETEE,0
Yes,No,Female,Yes,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No,Yes,One year,Yes,Yes,No,5699-DAYDA,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(36.0, 43.2]",No,No internet service,Yes,Month-to-month,No,Yes,No,1559-NGXKM,0
No,No,Male,Yes,"(38.35, 48.4]",No,No,Yes,Electronic check,DSL,"(-0.073, 7.2]",No,No,No,One year,No,Yes,No,1621-CXEPN,1
No,No,Male,Yes,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,One year,No,No,No,3132-DXSWL,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,4041-AHGAZ,0
No,No,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",No,Yes,No,One year,Yes,Yes,No,0435-BMNGS,0
Yes,No,Female,No,"(108.7, 118.75]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",Yes,Yes,Yes,Two year,Yes,Yes,No,6787-PFIHP,0
No,Yes,Female,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,Yes,Month-to-month,Yes,Yes,No,7670-HQFBB,0
No,Yes,Male,Yes,"(68.5, 78.55]",No,Yes,Yes,Bank transfer (automatic),DSL,"(57.6, 64.8]",Yes,Yes,No,Two year,Yes,Yes,No,0275-CZTDQ,0
Yes,Yes,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,No,1987-WKKEE,1
Yes,Yes,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(43.2, 50.4]",Yes,Yes,No,One year,Yes,Yes,No,0067-OACXT,0
No,No,Male,No,"(98.65, 108.7]",No,Yes,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",Yes,Yes,Yes,Month-to-month,No,Yes,No,9550-BGMZX,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,Yes,6361-OQCDO,0
Yes,Yes,Male,No internet service,"(58.45, 68.5]",No,Yes,Yes,Electronic check,DSL,"(21.6, 28.8]",No,No,Yes,One year,No,No,No,2664-BEMBN,0
No,Yes,Female,Yes,"(58.45, 68.5]",Yes,No,Yes,Bank transfer (automatic),DSL,"(43.2, 50.4]",No,Yes,No,Two year,Yes,No,No,5979-PKHUD,0
No,No,Female,No internet service,"(98.65, 108.7]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",Yes,No internet service,Yes,Month-to-month,Yes,Yes,Yes,8173-QPWNY,1
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,No,Yes,Credit card (automatic),DSL,"(57.6, 64.8]",No,No,Yes,One year,Yes,No,No,4813-LLSZF,0
No,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(-0.073, 7.2]",Yes,No internet service,Yes,Month-to-month,No,Yes,No,4314-IEGJN,1
Yes,Yes,Female,No internet service,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",No,No,No,One year,Yes,Yes,No,3376-YWAKS,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,9392-JJMXS,0
Yes,Yes,Female,No internet service,"(38.35, 48.4]",No,No,Yes,Electronic check,DSL,"(7.2, 14.4]",No,No,No,Month-to-month,No,Yes,No,0579-GWHJY,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,6751-JHWTE,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,7841-PKHLH,1
No,No,Male,No,"(48.4, 58.45]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(28.8, 36.0]",No,No,No,Two year,No,Yes,No,8077-QHZJJ,0
No,Yes,Male,Yes,"(68.5, 78.55]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",No,No,No,One year,No,Yes,No,7887-FTRUZ,1
No,No,Male,No,"(88.6, 98.65]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",No,Yes,Yes,One year,No,Yes,No,8566-QFTGA,0
No,No,Male,No internet service,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(14.4, 21.6]",No,No,No,Two year,No,Yes,No,3489-ULNSE,1
No,No,Female,No,"(78.55, 88.6]",No,Yes,Yes,Mailed check,Fiber optic,"(36.0, 43.2]",Yes,No internet service,No,Two year,No,No,No,3135-XRGBK,1
Yes,Yes,Male,Yes,"(38.35, 48.4]",No,No phone service,No,Electronic check,DSL,"(36.0, 43.2]",No,Yes,No,One year,Yes,Yes,No,3605-BFOBC,0
No,No,Male,Yes,"(28.3, 38.35]",No,No phone service,No,Bank transfer (automatic),DSL,"(43.2, 50.4]",No,No internet service,No,One year,No,Yes,No,1915-XRRQM,0
No,No,Male,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,Yes,Two year,No,No,No,9587-XRAPD,0
Yes,Yes,Female,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(-0.073, 7.2]",No,Yes,No,Two year,Yes,Yes,Yes,3728-LCJHJ,0
No,Yes,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),DSL,"(7.2, 14.4]",No,Yes,Yes,Two year,Yes,Yes,No,3158-PKTNO,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,5880-OUCMJ,0
Yes,Yes,Male,Yes,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(-0.073, 7.2]",Yes,No internet service,Yes,One year,Yes,Yes,No,1175-UNOAT,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Credit card (automatic),No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,9162-TWCJL,0
Yes,No,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(-0.073, 7.2]",Yes,Yes,No,Two year,Yes,Yes,No,6432-EHVRF,0
Yes,No,Male,No internet service,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,No,Two year,Yes,Yes,No,6158-FUFDV,0
No,No,Male,No,"(78.55, 88.6]",Yes,No,Yes,Mailed check,Fiber optic,"(50.4, 57.6]",No,Yes,No,Month-to-month,No,Yes,No,1675-OEVZS,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,4561-ASGTF,0
Yes,No,Male,Yes,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",No,Yes,No,Two year,No,No,No,1256-KZSAI,0
No,No,Male,No,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,Yes,No,Month-to-month,No,No,No,4664-KQOQK,1
No,No,Male,No,"(28.3, 38.35]",No,No phone service,No,Bank transfer (automatic),DSL,"(43.2, 50.4]",No,No,No,One year,Yes,Yes,No,4075-XSHFJ,0
No,No,Female,No,"(48.4, 58.45]",Yes,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Two year,No,No,No,5303-UFMBH,0
No,No,Female,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",No,No,No,One year,No,Yes,Yes,4241-TEITU,0
Yes,Yes,Female,No,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,No internet service,No,Month-to-month,No,Yes,No,2876-PXSLL,1
No,Yes,Male,No internet service,"(48.4, 58.45]",No,No,Yes,Credit card (automatic),DSL,"(-0.073, 7.2]",No,Yes,Yes,Month-to-month,No,Yes,No,9192-MUXFJ,1
No,No,Female,No,"(108.7, 118.75]",Yes,Yes,Yes,Mailed check,Fiber optic,"(50.4, 57.6]",Yes,Yes,Yes,One year,Yes,No,No,2322-LJJAH,1
No,Yes,Female,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,Two year,No,No,No,5877-QIWVQ,0
No,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",No,No,Yes,Two year,No,Yes,No,0812-OZYMC,1
Yes,No,Male,No internet service,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,Yes,One year,No,Yes,No,0207-UUEZC,0
Yes,Yes,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(57.6, 64.8]",No,No,Yes,One year,No,Yes,No,4360-GDRGN,0
Yes,Yes,Male,Yes,"(28.3, 38.35]",No,No phone service,No,Bank transfer (automatic),DSL,"(14.4, 21.6]",No,Yes,No,One year,No,Yes,No,2023-JOPKW,0
No,No,Male,No,"(58.45, 68.5]",No,Yes,Yes,Electronic check,DSL,"(21.6, 28.8]",No,Yes,No,Month-to-month,Yes,No,No,0284-JDDKD,0
No,No,Female,Yes,"(48.4, 58.45]",No,No phone service,No,Mailed check,DSL,"(7.2, 14.4]",Yes,Yes,No,Two year,Yes,No,No,0525-EESES,0
