gender,Partner,Contract,DeviceProtection,OnlineBackup,StreamingMovies,InternetService,TechSupport,tenure_bins,StreamingTV,PaymentMethod,PaperlessBilling,monthly_charges_bins,OnlineSecurity,PhoneService,MultipleLines,SeniorCitizen,Dependents,customerID,Churn
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,5996-WHJBI,0
Male,Yes,Month-to-month,Yes,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,Yes,Yes,No,9469-LRMGU,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,7201-CJRYD,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,4591-NFYFA,0
Female,No,One year,No,Yes,No,DSL,No,"(7.2, 14.4]",No,Credit card (automatic),No,"(48.4, 58.45]",No,Yes,No,No,No,9218-SJDAJ,0
Male,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),No,"(88.6, 98.65]",Yes,Yes,Yes,No,No,9965-UZIHZ,0
Female,No,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,No,"(78.55, 88.6]",No,Yes,Yes,Yes,No,6913-LZMGH,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,0066-JTBFV,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,7705-UUQZP,0
Male,Yes,Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,"(36.0, 43.2]",No,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,No,No,8159-RHXPB,0
Male,No,One year,Yes,Yes,No,Fiber optic,Yes,"(57.6, 64.8]",Yes,Credit card (automatic),No,"(98.65, 108.7]",Yes,Yes,Yes,No,No,7651-UYVNV,0
Female,Yes,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(57.6, 64.8]",Yes,Bank transfer (automatic),Yes,"(108.7, 118.75]",No,Yes,Yes,No,No,1097-WYZNQ,0
Female,Yes,Month-to-month,No,Yes,Yes,DSL,No,"(36.0, 43.2]",Yes,Electronic check,Yes,"(48.4, 58.45]",No,No,No phone service,No,Yes,1487-UBMNR,0
Female,Yes,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",Yes,Electronic check,No,"(48.4, 58.45]",No,Yes,No,No,Yes,3148-YNIFH,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,2993-ERIQU,0
Female,Yes,Month-to-month,No,No,No,DSL,No,"(14.4, 21.6]",Yes,Mailed check,No,"(48.4, 58.45]",No,Yes,No,No,Yes,6175-AXIUF,0
Female,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(28.8, 36.0]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,3448-WUOQI,0
Female,No,Month-to-month,No,No,No,DSL,No,"(50.4, 57.6]",No,Credit card (automatic),Yes,"(48.4, 58.45]",Yes,Yes,No,No,No,7827-ZHPIN,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,3271-QJARH,0
Male,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(58.45, 68.5]",Yes,No,No phone service,No,Yes,9328-KDHMM,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,No,"(38.35, 48.4]",No,Yes,No,No,Yes,6266-OEREQ,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,Yes,No,No,8203-QUPZX,0
Female,No,One year,Yes,Yes,Yes,Fiber optic,Yes,"(28.8, 36.0]",Yes,Credit card (automatic),No,"(108.7, 118.75]",No,Yes,Yes,No,No,8796-DTOVZ,0
Female,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(57.6, 64.8]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,7311-JRLXV,0
Male,Yes,One year,Yes,Yes,Yes,Fiber optic,No,"(57.6, 64.8]",Yes,Electronic check,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Yes,No,1361-HSMZJ,0
Male,Yes,Month-to-month,Yes,Yes,No,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,No,No,4153-SIQFG,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(7.2, 14.4]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1386-EYBDO,0
Male,No,Month-to-month,Yes,No,No,Fiber optic,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,1347-ZPORA,0
Female,No,Month-to-month,No,No,No,DSL,Yes,"(-0.073, 7.2]",No,Electronic check,No,"(48.4, 58.45]",Yes,Yes,No,No,No,8280-SSZKC,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,8213-QBGJW,0
Male,Yes,Two year,Yes,Yes,Yes,DSL,No,"(64.8, 72.0]",Yes,Credit card (automatic),No,"(78.55, 88.6]",Yes,Yes,No,No,Yes,0426-XJDNT,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Electronic check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,4030-TRPDK,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Bank transfer (automatic),Yes,"(68.5, 78.55]",No,Yes,No,No,No,7570-GXFHF,0
Male,No,One year,Yes,Yes,Yes,Fiber optic,Yes,"(43.2, 50.4]",Yes,Credit card (automatic),No,"(108.7, 118.75]",Yes,Yes,No,No,No,2959-WKCZI,0
Female,Yes,Month-to-month,No,No,No,DSL,No,"(7.2, 14.4]",No,Electronic check,Yes,"(38.35, 48.4]",No,Yes,No,No,Yes,6032-OIHGY,0
Male,Yes,Month-to-month,Yes,No,No,Fiber optic,No,"(36.0, 43.2]",No,Bank transfer (automatic),Yes,"(78.55, 88.6]",Yes,Yes,Yes,Yes,No,3075-SNZID,0
Male,Yes,One year,No,Yes,Yes,Fiber optic,Yes,"(28.8, 36.0]",No,Electronic check,Yes,"(88.6, 98.65]",Yes,Yes,No,Yes,No,2194-USHPV,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1901-IHZYD,0
Female,No,Month-to-month,No,No,Yes,Fiber optic,No,"(36.0, 43.2]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,Yes,No,9123-QFPHK,0
Male,Yes,Month-to-month,No,Yes,No,Fiber optic,No,"(64.8, 72.0]",No,Bank transfer (automatic),No,"(78.55, 88.6]",Yes,Yes,Yes,Yes,No,9955-NXUKI,0
Male,No,Month-to-month,Yes,Yes,Yes,Fiber optic,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,4117-PVRAV,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Electronic check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,2867-HPQDJ,0
Female,Yes,Month-to-month,No,No,No,DSL,No,"(7.2, 14.4]",No,Electronic check,Yes,"(28.3, 38.35]",Yes,No,No phone service,No,Yes,9226-JTLFH,0
Male,Yes,Month-to-month,Yes,Yes,No,Fiber optic,Yes,"(50.4, 57.6]",Yes,Electronic check,Yes,"(98.65, 108.7]",Yes,Yes,Yes,No,No,1690-MTIHM,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Credit card (automatic),Yes,"(68.5, 78.55]",No,Yes,Yes,No,No,0226-LTWTD,0
Male,No,Month-to-month,No,No,Yes,DSL,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(28.3, 38.35]",No,No,No phone service,No,No,2651-XKQVP,0
Male,No,Month-to-month,No,No,No,DSL,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(58.45, 68.5]",No,Yes,Yes,No,No,7468-JMWVM,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,5922-JXUWU,0
Male,Yes,One year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",No,Bank transfer (automatic),No,"(68.5, 78.55]",Yes,Yes,Yes,No,Yes,4363-UHNGD,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,8283-ZDIIC,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Bank transfer (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,8809-DTGPD,0
Male,No,Month-to-month,No,No,Yes,DSL,No,"(7.2, 14.4]",No,Mailed check,Yes,"(28.3, 38.35]",No,No,No phone service,No,No,1615-JTILY,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(38.35, 48.4]",No,Yes,No,No,Yes,7967-XEQGU,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,7285-NOEKC,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,3908-IPHMD,0
Female,Yes,One year,Yes,No,Yes,Fiber optic,No,"(57.6, 64.8]",Yes,Credit card (automatic),Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,6349-PJNLU,0
Female,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,7371-POFLH,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,8459-XMIGC,0
Female,No,Month-to-month,Yes,No,No,Fiber optic,Yes,"(-0.073, 7.2]",No,Mailed check,Yes,"(78.55, 88.6]",No,Yes,Yes,No,Yes,4802-JYHLF,0
Male,Yes,One year,No,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(98.65, 108.7]",No,Yes,Yes,No,Yes,1775-KXSKP,0
Female,No,Two year,Yes,Yes,No,Fiber optic,No,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(98.65, 108.7]",Yes,Yes,Yes,No,No,1131-YFRXT,0
Male,No,One year,Yes,No,Yes,DSL,Yes,"(28.8, 36.0]",Yes,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,Yes,No,9357-YWNXG,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,0443-VMTBB,0
Male,No,Month-to-month,No,Yes,Yes,Fiber optic,No,"(36.0, 43.2]",Yes,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,No,No,No,0666-SIXGM,0
Female,No,Month-to-month,Yes,No,Yes,DSL,Yes,"(-0.073, 7.2]",Yes,Electronic check,No,"(68.5, 78.55]",No,Yes,No,No,No,5757-YWIRG,0
Male,Yes,Month-to-month,Yes,Yes,Yes,DSL,No,"(-0.073, 7.2]",Yes,Mailed check,No,"(58.45, 68.5]",Yes,No,No phone service,No,Yes,8237-STDMZ,0
Male,No,Month-to-month,Yes,No,Yes,Fiber optic,Yes,"(14.4, 21.6]",No,Bank transfer (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,5668-QRDBV,0
Male,No,Two year,No,No,Yes,DSL,Yes,"(50.4, 57.6]",Yes,Credit card (automatic),Yes,"(78.55, 88.6]",Yes,Yes,Yes,No,No,9073-MZQNG,0
Male,Yes,Two year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(98.65, 108.7]",Yes,Yes,No,No,Yes,9116-THOBD,0
Male,Yes,One year,Yes,Yes,No,Fiber optic,No,"(43.2, 50.4]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,Yes,9129-GYWSJ,0
Male,No,Month-to-month,Yes,No,Yes,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,No,No,No,5526-NKUXJ,0
Female,Yes,One year,Yes,No,Yes,Fiber optic,No,"(28.8, 36.0]",No,Electronic check,No,"(78.55, 88.6]",No,Yes,No,No,Yes,2443-YIRFA,0
Male,Yes,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,9396-INOUY,0
Female,Yes,Two year,Yes,Yes,No,DSL,Yes,"(57.6, 64.8]",Yes,Credit card (automatic),No,"(48.4, 58.45]",No,No,No phone service,No,Yes,5722-QLNVW,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,5606-HHQFB,0
Female,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,0151-EVTDS,0
Female,No,Month-to-month,Yes,No,Yes,Fiber optic,No,"(14.4, 21.6]",Yes,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,No,No,No,4526-XTJSO,0
Female,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Electronic check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,4816-TSONE,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(7.2, 14.4]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,9736-RIPGJ,0
Male,Yes,Two year,Yes,No,No,Fiber optic,No,"(57.6, 64.8]",Yes,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,No,Yes,9735-HBGLO,0
Female,No,Month-to-month,No,No,Yes,DSL,Yes,"(21.6, 28.8]",Yes,Credit card (automatic),Yes,"(68.5, 78.55]",Yes,Yes,No,No,No,4469-XCZEL,0
Female,No,Month-to-month,Yes,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(48.4, 58.45]",No,Yes,No,No,No,7888-ULRMU,0
Male,Yes,One year,No,No,Yes,DSL,Yes,"(36.0, 43.2]",No,Credit card (automatic),No,"(58.45, 68.5]",Yes,Yes,No,No,Yes,2148-EKEJD,0
Female,Yes,Two year,No,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,3649-QJHYC,0
Female,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,3524-PBAHV,0
Female,Yes,One year,Yes,Yes,Yes,Fiber optic,No,"(57.6, 64.8]",No,Bank transfer (automatic),No,"(88.6, 98.65]",Yes,Yes,No,Yes,No,7736-CRPQU,0
Male,Yes,Month-to-month,Yes,Yes,Yes,Fiber optic,No,"(57.6, 64.8]",No,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,Yes,No,5945-IHGPE,0
Male,No,Two year,Yes,Yes,No,DSL,Yes,"(57.6, 64.8]",Yes,Bank transfer (automatic),No,"(68.5, 78.55]",No,Yes,No,No,No,2983-JZOGX,0
Female,Yes,Two year,Yes,Yes,No,DSL,Yes,"(57.6, 64.8]",No,Mailed check,No,"(58.45, 68.5]",Yes,Yes,No,No,Yes,1797-OITJO,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(48.4, 58.45]",No,Yes,Yes,No,Yes,8405-MZXHT,0
Female,Yes,Two year,Yes,No,Yes,DSL,Yes,"(43.2, 50.4]",Yes,Mailed check,Yes,"(78.55, 88.6]",Yes,Yes,No,No,Yes,1939-TWAAL,0
Female,No,Two year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(98.65, 108.7]",Yes,Yes,Yes,No,No,7308-VYVXO,0
Male,No,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",No,Bank transfer (automatic),No,"(78.55, 88.6]",No,Yes,Yes,No,No,6167-TFNZN,0
Female,No,Month-to-month,No,No,No,DSL,No,"(28.8, 36.0]",No,Electronic check,No,"(18.148999999999997, 28.3]",No,No,No phone service,No,No,8053-XCKWH,0
Male,Yes,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(108.7, 118.75]",Yes,Yes,Yes,No,Yes,4522-CZLVP,0
Male,No,Two year,No,Yes,No,Fiber optic,Yes,"(28.8, 36.0]",No,Bank transfer (automatic),No,"(78.55, 88.6]",No,Yes,No,No,No,4331-BNLIN,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(38.35, 48.4]",No,Yes,No,Yes,No,9786-MUBNG,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,No,"(18.148999999999997, 28.3]",No,No,No phone service,Yes,No,8946-LUYUH,0
Male,Yes,One year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,No,Yes,2438-XOBYZ,0
Male,No,One year,No,Yes,No,DSL,No,"(14.4, 21.6]",No,Mailed check,No,"(48.4, 58.45]",Yes,Yes,No,No,No,5253-WSXFQ,0
Female,Yes,Month-to-month,No,No,No,Fiber optic,No,"(36.0, 43.2]",Yes,Credit card (automatic),Yes,"(68.5, 78.55]",No,Yes,No,No,Yes,3391-ASXFD,0
Male,Yes,Two year,No,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(108.7, 118.75]",Yes,Yes,Yes,No,No,6350-GADPE,0
Male,Yes,One year,No,No,No,DSL,No,"(57.6, 64.8]",Yes,Mailed check,Yes,"(58.45, 68.5]",Yes,Yes,No,No,No,0461-WALFC,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1072-SPXZS,0
Female,No,Month-to-month,Yes,Yes,No,DSL,No,"(7.2, 14.4]",No,Bank transfer (automatic),No,"(38.35, 48.4]",Yes,No,No phone service,No,No,3090-ZTGRQ,0
Female,No,Month-to-month,No,No,Yes,DSL,No,"(7.2, 14.4]",No,Electronic check,Yes,"(38.35, 48.4]",Yes,No,No phone service,No,Yes,0956-DDCNA,0
Female,Yes,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),No,"(108.7, 118.75]",Yes,Yes,Yes,No,Yes,1885-UHVNH,0
Male,Yes,Month-to-month,No,Yes,No,Fiber optic,Yes,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,No,No,Yes,0934-MSBLN,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(7.2, 14.4]",No,Mailed check,Yes,"(68.5, 78.55]",No,Yes,Yes,No,No,5756-HYAAV,0
Male,Yes,One year,No,No,Yes,DSL,Yes,"(21.6, 28.8]",Yes,Bank transfer (automatic),No,"(68.5, 78.55]",Yes,Yes,No,No,No,0529-MVTYN,0
Male,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(57.6, 64.8]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,8188-ZQEDO,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(50.4, 57.6]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,9303-XXJMZ,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(43.2, 50.4]",Yes,Credit card (automatic),Yes,"(78.55, 88.6]",No,Yes,Yes,Yes,No,6941-PZEFE,0
Male,No,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),No,"(108.7, 118.75]",Yes,Yes,Yes,No,No,1476-AHQYF,0
Male,Yes,One year,Yes,Yes,No,DSL,Yes,"(43.2, 50.4]",Yes,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,6404-ANUTO,0
Male,Yes,One year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,3514-RHJRB,0
Male,No,Month-to-month,No,Yes,No,Fiber optic,No,"(-0.073, 7.2]",No,Credit card (automatic),No,"(68.5, 78.55]",No,Yes,No,No,No,6598-VBHHE,0
Male,No,Month-to-month,No,No,Yes,DSL,No,"(-0.073, 7.2]",No,Electronic check,No,"(48.4, 58.45]",No,Yes,No,No,No,9591-RWBFT,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(48.4, 58.45]",No,Yes,Yes,No,No,3873-ZEGER,0
Male,Yes,Month-to-month,Yes,No,Yes,Fiber optic,No,"(36.0, 43.2]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,2602-ZOKXN,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,8552-IVEEA,0
Male,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(78.55, 88.6]",No,Yes,Yes,No,No,3732-ZVHBY,0
Female,No,Month-to-month,Yes,No,No,Fiber optic,No,"(21.6, 28.8]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,Yes,Yes,No,1342-YGYVY,0
Female,No,Month-to-month,Yes,No,Yes,DSL,Yes,"(36.0, 43.2]",No,Bank transfer (automatic),Yes,"(68.5, 78.55]",Yes,Yes,Yes,No,No,7039-YBGHN,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,No,"(38.35, 48.4]",No,Yes,No,No,No,8366-OYELU,0
Female,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,8639-HMJST,0
Female,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,0951-XUKCQ,0
Female,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,0948-PSMZZ,0
Male,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,4657-VGCBL,0
Female,Yes,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,5036-MDPRS,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,No,"(18.148999999999997, 28.3]",No,No,No phone service,No,No,8667-ZHKCO,0
Male,Yes,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,No,"(38.35, 48.4]",No,Yes,No,No,Yes,1737-IZWBO,0
Male,Yes,One year,Yes,Yes,No,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),No,"(88.6, 98.65]",No,Yes,Yes,No,Yes,3565-XRJOF,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(7.2, 14.4]",No,Electronic check,Yes,"(68.5, 78.55]",Yes,Yes,No,No,No,4267-ZSOZP,0
Female,Yes,Two year,Yes,No,No,DSL,Yes,"(-0.073, 7.2]",Yes,Bank transfer (automatic),Yes,"(48.4, 58.45]",Yes,No,No phone service,No,Yes,2461-MEBZO,0
Female,Yes,One year,Yes,No,Yes,Fiber optic,Yes,"(43.2, 50.4]",Yes,Mailed check,No,"(98.65, 108.7]",No,Yes,No,No,Yes,8213-WONEY,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(7.2, 14.4]",Yes,Bank transfer (automatic),Yes,"(78.55, 88.6]",No,Yes,No,No,No,3215-GYPUU,0
Male,No,Month-to-month,Yes,Yes,No,Fiber optic,Yes,"(21.6, 28.8]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,No,No,1012-DIMUP,0
Female,Yes,One year,Yes,No,Yes,DSL,Yes,"(28.8, 36.0]",Yes,Mailed check,No,"(58.45, 68.5]",Yes,No,No phone service,No,Yes,3830-UCKPI,0
Female,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),No,"(88.6, 98.65]",Yes,Yes,Yes,No,Yes,9413-CEDZS,0
Male,No,Two year,Yes,No,Yes,DSL,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(58.45, 68.5]",Yes,No,No phone service,No,No,2100-PTDKK,0
Male,No,Month-to-month,Yes,No,No,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,0089-IIQRP,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Mailed check,No,"(68.5, 78.55]",No,Yes,No,No,No,5646-IOEMC,0
Female,No,One year,No,Yes,Yes,DSL,Yes,"(50.4, 57.6]",Yes,Bank transfer (automatic),No,"(78.55, 88.6]",Yes,Yes,Yes,Yes,No,5164-OGCDW,0
Male,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(57.6, 64.8]",No internet service,Electronic check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,0078-LAHEE,0
