Contract,OnlineBackup,PhoneService,OnlineSecurity,InternetService,StreamingMovies,PaymentMethod,TechSupport,Dependents,PaperlessBilling,MultipleLines,gender,DeviceProtection,SeniorCitizen,StreamingTV,tenure_bins,monthly_charges_bins,Partner,customerID,Churn
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Female,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",No,7135-WPBIN,0
Two year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,7650-RWKHV,0
Month-to-month,No,No,No,DSL,No,Credit card (automatic),No,No,Yes,No phone service,Female,No,No,Yes,"(-0.073, 7.2]","(28.3, 38.35]",No,5130-VRCPX,0
One year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,Yes,No,Female,No,No,No,"(50.4, 57.6]","(58.45, 68.5]",Yes,6540-YCYDQ,0
One year,No,Yes,No,DSL,No,Bank transfer (automatic),Yes,No,Yes,Yes,Female,No,No,Yes,"(36.0, 43.2]","(58.45, 68.5]",Yes,0068-ICNOL,0
Two year,Yes,No,No,DSL,Yes,Mailed check,No,No,Yes,No phone service,Female,No,No,No,"(14.4, 21.6]","(38.35, 48.4]",No,0943-HFZPQ,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,6418-ABVNN,1
One year,Yes,Yes,No,DSL,Yes,Credit card (automatic),Yes,Yes,No,No,Male,Yes,No,Yes,"(57.6, 64.8]","(68.5, 78.55]",Yes,2240-UOMAX,0
Month-to-month,Yes,Yes,No,DSL,No,Mailed check,No,No,No,No,Female,No,No,No,"(7.2, 14.4]","(48.4, 58.45]",Yes,0288-CMJQJ,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,2621-EXOYU,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,7612-DJHCE,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Male,Yes,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",Yes,1290-LXTHI,0
One year,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,No,Female,Yes,No,Yes,"(50.4, 57.6]","(88.6, 98.65]",Yes,6031-DLGHP,1
One year,No,Yes,No,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes,No,No,Female,Yes,No,No,"(43.2, 50.4]","(88.6, 98.65]",Yes,7054-LHYEK,0
Month-to-month,Yes,No,No,DSL,No,Credit card (automatic),No,No,No,No phone service,Male,No,No,No,"(-0.073, 7.2]","(28.3, 38.35]",Yes,1044-YEQMZ,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(36.0, 43.2]","(98.65, 108.7]",No,3487-MGNWD,1
Two year,Yes,No,Yes,DSL,No,Credit card (automatic),Yes,Yes,No,No phone service,Male,Yes,No,No,"(64.8, 72.0]","(38.35, 48.4]",Yes,5022-ORVVG,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,Yes,Female,No,Yes,No,"(7.2, 14.4]","(78.55, 88.6]",Yes,3387-TYGMK,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(7.2, 14.4]","(98.65, 108.7]",No,4279-UMMQE,1
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(38.35, 48.4]",No,2405-DGGKA,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Mailed check,Yes,No,Yes,No,Female,Yes,No,Yes,"(-0.073, 7.2]","(98.65, 108.7]",No,1691-TQAEN,1
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,No,No,Female,No,No,No,"(14.4, 21.6]","(38.35, 48.4]",Yes,5495-IBNQZ,0
Month-to-month,Yes,Yes,No,DSL,No,Electronic check,No,No,No,No,Female,No,No,No,"(7.2, 14.4]","(48.4, 58.45]",No,7358-PSYSP,0
One year,Yes,Yes,No,DSL,No,Bank transfer (automatic),Yes,No,Yes,No,Female,Yes,Yes,No,"(64.8, 72.0]","(58.45, 68.5]",Yes,1305-GXONB,0
Month-to-month,Yes,No,Yes,DSL,No,Mailed check,No,No,No,No phone service,Male,No,No,No,"(-0.073, 7.2]","(28.3, 38.35]",Yes,0602-LYYKC,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Male,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,7902-MIITV,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,7772-LHLAC,0
Two year,Yes,Yes,No,DSL,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,6364-WLRBK,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,Yes,No,"(-0.073, 7.2]","(78.55, 88.6]",No,6434-GXSEF,1
Two year,Yes,Yes,Yes,DSL,Yes,Electronic check,Yes,No,Yes,Yes,Female,No,No,Yes,"(57.6, 64.8]","(78.55, 88.6]",Yes,4400-GFEKC,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,6629-SKTRN,0
Two year,No,No,Yes,DSL,Yes,Bank transfer (automatic),Yes,No,No,No phone service,Female,Yes,No,Yes,"(28.8, 36.0]","(58.45, 68.5]",Yes,9681-HLCKZ,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",Yes,1846-GUWNF,0
Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,Mailed check,Yes,No,Yes,No,Female,No,Yes,Yes,"(14.4, 21.6]","(98.65, 108.7]",No,4946-YONUO,0
One year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",Yes,0037-MGGCX,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,4697-OZKEF,0
One year,Yes,Yes,No,DSL,Yes,Credit card (automatic),No,Yes,No,No,Female,Yes,No,Yes,"(43.2, 50.4]","(68.5, 78.55]",Yes,0984-TXIFQ,0
One year,Yes,Yes,No,Fiber optic,No,Bank transfer (automatic),Yes,Yes,No,No,Male,Yes,No,Yes,"(21.6, 28.8]","(88.6, 98.65]",Yes,0320-QIILD,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,6494-KVPGO,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,No,No,No,Yes,Female,Yes,No,No,"(50.4, 57.6]","(88.6, 98.65]",No,9331-OTLFZ,0
Two year,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,1560-JKMFN,0
One year,Yes,Yes,Yes,Fiber optic,No,Credit card (automatic),No,Yes,Yes,Yes,Male,No,No,Yes,"(57.6, 64.8]","(88.6, 98.65]",Yes,8213-FGBPM,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,No,No,Female,No,Yes,Yes,"(43.2, 50.4]","(88.6, 98.65]",No,2520-COCYS,1
Two year,Yes,Yes,Yes,DSL,No,Credit card (automatic),Yes,Yes,Yes,No,Male,Yes,No,Yes,"(64.8, 72.0]","(68.5, 78.55]",No,3827-EATZL,0
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,Yes,No,Female,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",Yes,3585-FYUUW,0
Two year,Yes,Yes,Yes,DSL,Yes,Credit card (automatic),Yes,Yes,No,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,3688-QUPCR,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,Yes,Yes,No,Female,No,No,No,"(21.6, 28.8]","(78.55, 88.6]",Yes,8986-FDMQA,1
Month-to-month,No,Yes,No,Fiber optic,No,Mailed check,No,No,Yes,Yes,Male,No,Yes,No,"(-0.073, 7.2]","(68.5, 78.55]",No,3253-NMAVK,0
One year,No,Yes,No,DSL,No,Credit card (automatic),Yes,Yes,No,No,Male,Yes,No,No,"(14.4, 21.6]","(48.4, 58.45]",No,2977-DVYJE,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,Yes,No,Yes,Male,No,No,Yes,"(7.2, 14.4]","(88.6, 98.65]",No,4965-WPFRF,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,Yes,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,7563-LQGUS,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,Yes,Yes,"(36.0, 43.2]","(78.55, 88.6]",No,4260-ZDZAI,0
Two year,Yes,Yes,Yes,DSL,No,Electronic check,Yes,Yes,No,Yes,Female,No,No,No,"(64.8, 72.0]","(58.45, 68.5]",No,3292-TPZFT,0
Month-to-month,Yes,Yes,No,DSL,No,Mailed check,No,No,No,No,Female,No,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,6104-BINOS,0
Month-to-month,Yes,Yes,Yes,DSL,Yes,Electronic check,No,Yes,Yes,Yes,Male,No,No,No,"(14.4, 21.6]","(68.5, 78.55]",No,4139-IIMIZ,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(57.6, 64.8]","(108.7, 118.75]",Yes,4509-TSPJT,1
Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,No,Yes,No,"(-0.073, 7.2]","(88.6, 98.65]",Yes,7774-XYTTR,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,No,No,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,8184-FNEED,0
Month-to-month,Yes,Yes,No,DSL,No,Bank transfer (automatic),No,No,Yes,No,Male,No,No,No,"(7.2, 14.4]","(48.4, 58.45]",No,3088-ZACIU,0
Month-to-month,Yes,Yes,Yes,DSL,No,Mailed check,Yes,Yes,Yes,No,Male,No,No,No,"(21.6, 28.8]","(48.4, 58.45]",Yes,2832-KEGRT,0
One year,Yes,Yes,Yes,DSL,Yes,Electronic check,No,No,No,No,Female,No,No,No,"(28.8, 36.0]","(58.45, 68.5]",No,2429-AZNKC,0
One year,No,Yes,Yes,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Female,Yes,No,Yes,"(57.6, 64.8]","(98.65, 108.7]",Yes,8234-GPEEA,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",No,9702-QMLWK,0
Two year,Yes,Yes,Yes,DSL,No,Electronic check,Yes,No,Yes,No,Male,No,No,No,"(50.4, 57.6]","(58.45, 68.5]",Yes,1308-SUVRB,0
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,Yes,Female,No,No,Yes,"(50.4, 57.6]","(78.55, 88.6]",Yes,4269-RKJPE,0
One year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,No,Female,No,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,0552-DAKYQ,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,No,Yes,Male,Yes,No,No,"(50.4, 57.6]","(78.55, 88.6]",No,7126-WLRKC,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,Yes,No,Yes,Yes,Male,Yes,No,No,"(50.4, 57.6]","(78.55, 88.6]",No,9779-JTCWO,0
One year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,Yes,No,Male,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",Yes,3351-IATLL,0
Month-to-month,Yes,Yes,No,DSL,No,Bank transfer (automatic),Yes,Yes,Yes,No,Male,No,No,No,"(21.6, 28.8]","(48.4, 58.45]",No,8994-JSHQP,0
Month-to-month,No,Yes,No,DSL,No,Electronic check,Yes,No,No,No,Female,Yes,No,No,"(7.2, 14.4]","(48.4, 58.45]",No,8382-APUZI,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,No,Yes,Yes,"(36.0, 43.2]","(88.6, 98.65]",Yes,8311-LDDUR,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,2389-ONZJL,1
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,Yes,Male,No,No,Yes,"(7.2, 14.4]","(78.55, 88.6]",No,7823-RNMKN,1
Two year,Yes,Yes,Yes,Fiber optic,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,Male,No,No,No,"(64.8, 72.0]","(88.6, 98.65]",Yes,0573-YENFH,0
Month-to-month,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,Yes,No,Male,Yes,No,Yes,"(28.8, 36.0]","(68.5, 78.55]",No,1879-NEALO,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,Yes,Yes,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,9898-EBGTM,0
Two year,No,Yes,Yes,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,Yes,Male,Yes,No,Yes,"(57.6, 64.8]","(108.7, 118.75]",Yes,2960-UUTDF,0
Month-to-month,No,Yes,No,DSL,Yes,Credit card (automatic),No,No,Yes,Yes,Male,No,No,Yes,"(7.2, 14.4]","(68.5, 78.55]",No,7077-EVUPB,1
One year,No,Yes,No,DSL,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,Yes,No,"(43.2, 50.4]","(68.5, 78.55]",No,1493-NPKSY,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,Yes,Yes,Female,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,3498-EXRRH,0
One year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,Yes,No,Male,No,No,No,"(43.2, 50.4]","(58.45, 68.5]",Yes,4841-UXRQP,0
Month-to-month,Yes,Yes,No,DSL,Yes,Bank transfer (automatic),Yes,No,Yes,No,Female,No,No,No,"(21.6, 28.8]","(58.45, 68.5]",No,8897-EOZWJ,0
Two year,No internet service,Yes,No internet service,No,No internet service,Electronic check,No internet service,No,Yes,No,Female,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",No,2440-JXMRL,0
Month-to-month,No,Yes,Yes,DSL,Yes,Bank transfer (automatic),Yes,Yes,Yes,No,Female,No,No,No,"(-0.073, 7.2]","(58.45, 68.5]",No,2230-FTIAG,0
One year,Yes,Yes,No,Fiber optic,Yes,Bank transfer (automatic),No,No,Yes,Yes,Male,Yes,No,Yes,"(36.0, 43.2]","(98.65, 108.7]",Yes,7295-SEGIV,0
Two year,Yes,Yes,Yes,Fiber optic,No,Electronic check,No,Yes,Yes,Yes,Female,No,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,3256-DGEOG,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,No,Yes,Female,Yes,Yes,Yes,"(64.8, 72.0]","(98.65, 108.7]",Yes,2180-TXUVW,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(21.6, 28.8]","(18.148999999999997, 28.3]",Yes,6895-JFWNO,0
One year,Yes,Yes,No,Fiber optic,Yes,Electronic check,Yes,No,Yes,No,Female,Yes,No,Yes,"(-0.073, 7.2]","(98.65, 108.7]",No,9528-TCDUY,1
Two year,No,Yes,Yes,Fiber optic,Yes,Electronic check,No,Yes,Yes,Yes,Male,No,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,5315-AAJHT,0
Two year,Yes,Yes,Yes,DSL,No,Mailed check,Yes,No,No,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,3333-NLKIG,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,2451-KFOGR,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,Yes,Male,No,No,No,"(14.4, 21.6]","(78.55, 88.6]",Yes,4793-YFPLI,0
Month-to-month,Yes,Yes,No,Fiber optic,Yes,Electronic check,No,No,No,No,Male,Yes,No,Yes,"(64.8, 72.0]","(98.65, 108.7]",No,9197-BFNHY,1
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Female,No,No,No,"(7.2, 14.4]","(78.55, 88.6]",No,0772-LDWRV,1
Two year,No,Yes,No,Fiber optic,Yes,Credit card (automatic),No,No,Yes,Yes,Male,Yes,No,No,"(50.4, 57.6]","(88.6, 98.65]",No,9637-RXEDZ,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),Yes,No,Yes,Yes,Male,Yes,No,Yes,"(21.6, 28.8]","(88.6, 98.65]",No,8445-LHXYN,0
Month-to-month,No,Yes,No,DSL,No,Mailed check,No,No,No,No,Male,Yes,No,No,"(-0.073, 7.2]","(48.4, 58.45]",No,0979-COOXO,1
One year,Yes,Yes,Yes,Fiber optic,No,Credit card (automatic),Yes,No,Yes,No,Male,Yes,Yes,Yes,"(36.0, 43.2]","(88.6, 98.65]",Yes,0334-PKNDM,0
Month-to-month,No,Yes,No,DSL,No,Credit card (automatic),No,No,Yes,Yes,Female,No,No,No,"(43.2, 50.4]","(48.4, 58.45]",Yes,4340-XUMJX,0
One year,No,No,Yes,DSL,No,Electronic check,Yes,Yes,Yes,No phone service,Male,Yes,No,No,"(36.0, 43.2]","(38.35, 48.4]",Yes,3464-IHCLB,0
Two year,No,Yes,Yes,DSL,No,Credit card (automatic),Yes,Yes,Yes,Yes,Male,Yes,No,No,"(64.8, 72.0]","(58.45, 68.5]",Yes,1416-AUAWI,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,Yes,No,"(28.8, 36.0]","(68.5, 78.55]",Yes,8665-XIEDV,0
Two year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,No,Yes,Yes,Male,No,Yes,No,"(64.8, 72.0]","(58.45, 68.5]",No,8456-WDFNM,0
Month-to-month,Yes,Yes,Yes,Fiber optic,No,Electronic check,No,No,No,No,Female,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",Yes,7378-WQJOM,0
Two year,Yes,Yes,No,DSL,Yes,Electronic check,Yes,Yes,No,Yes,Female,No,No,Yes,"(43.2, 50.4]","(78.55, 88.6]",Yes,0470-QASPT,0
Month-to-month,No,Yes,Yes,DSL,No,Electronic check,Yes,No,No,No,Male,No,No,No,"(50.4, 57.6]","(48.4, 58.45]",Yes,3353-AREQC,0
Month-to-month,No,Yes,Yes,Fiber optic,Yes,Mailed check,No,Yes,Yes,No,Male,Yes,No,No,"(-0.073, 7.2]","(88.6, 98.65]",Yes,7964-WKHGL,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,Yes,Yes,No,Male,No,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",Yes,0484-QNEHB,0
Month-to-month,No,Yes,Yes,Fiber optic,No,Bank transfer (automatic),No,No,Yes,No,Female,No,Yes,No,"(21.6, 28.8]","(68.5, 78.55]",Yes,5112-SSAKR,1
One year,Yes,No,No,DSL,Yes,Electronic check,Yes,No,No,No phone service,Female,Yes,No,Yes,"(7.2, 14.4]","(58.45, 68.5]",No,8373-LKTUQ,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(21.6, 28.8]","(68.5, 78.55]",No,5842-NGGXL,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,Yes,Male,Yes,No,Yes,"(36.0, 43.2]","(88.6, 98.65]",Yes,4693-SUBPN,0
Two year,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,Yes,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,4183-VMWWL,0
Month-to-month,No,No,No,DSL,Yes,Electronic check,Yes,No,Yes,No phone service,Male,Yes,No,Yes,"(7.2, 14.4]","(48.4, 58.45]",No,9363-XDYQA,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,Yes,No,No,Female,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",Yes,7225-KCKNJ,0
One year,Yes,Yes,Yes,DSL,No,Credit card (automatic),Yes,No,No,No,Female,No,No,No,"(64.8, 72.0]","(58.45, 68.5]",No,7375-CQJNB,0
Month-to-month,No,No,No,DSL,No,Bank transfer (automatic),No,No,Yes,No phone service,Male,No,Yes,No,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,9282-UDNJY,1
Month-to-month,Yes,No,No,DSL,Yes,Electronic check,No,No,No,No phone service,Female,No,No,No,"(7.2, 14.4]","(38.35, 48.4]",No,9560-ZLQKM,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,No,Male,No internet service,No,No internet service,"(7.2, 14.4]","(18.148999999999997, 28.3]",Yes,0077-YXZNX,0
Month-to-month,No,No,No,DSL,Yes,Electronic check,No,No,Yes,No phone service,Female,No,No,No,"(7.2, 14.4]","(28.3, 38.35]",No,4410-PDGIS,1
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(28.8, 36.0]","(18.148999999999997, 28.3]",No,4784-LJOTS,0
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,Yes,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",No,3084-XAPTG,0
Two year,Yes,Yes,No,DSL,Yes,Mailed check,Yes,No,No,No,Female,Yes,No,Yes,"(28.8, 36.0]","(78.55, 88.6]",No,2241-KMMMD,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Electronic check,No,No,Yes,Yes,Male,Yes,Yes,Yes,"(43.2, 50.4]","(98.65, 108.7]",Yes,5463-KROVS,1
Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,Electronic check,No,No,No,No,Female,Yes,Yes,No,"(64.8, 72.0]","(88.6, 98.65]",Yes,5512-ZUASY,0
Month-to-month,No,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,No,Yes,Female,No,No,Yes,"(36.0, 43.2]","(98.65, 108.7]",No,1650-UYVXM,0
Month-to-month,No,Yes,Yes,DSL,No,Credit card (automatic),Yes,No,Yes,No,Male,No,No,No,"(7.2, 14.4]","(48.4, 58.45]",Yes,4070-ZXSUB,0
Month-to-month,No,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Female,Yes,No,Yes,"(-0.073, 7.2]","(88.6, 98.65]",No,5929-EURQT,1
One year,No,Yes,Yes,DSL,No,Mailed check,No,No,No,Yes,Female,Yes,No,No,"(21.6, 28.8]","(58.45, 68.5]",No,9806-EKMVW,0
Month-to-month,No,Yes,No,Fiber optic,No,Credit card (automatic),No,No,Yes,No,Male,Yes,No,No,"(-0.073, 7.2]","(68.5, 78.55]",No,4082-JJGAN,0
One year,No,Yes,No,Fiber optic,No,Electronic check,No,Yes,Yes,No,Male,Yes,No,Yes,"(28.8, 36.0]","(78.55, 88.6]",No,8136-OIWNO,1
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,Yes,Male,No,No,No,"(-0.073, 7.2]","(78.55, 88.6]",Yes,4186-BHGDD,1
Two year,No internet service,Yes,No internet service,No,No internet service,Bank transfer (automatic),No internet service,No,No,No,Male,No internet service,No,No internet service,"(50.4, 57.6]","(18.148999999999997, 28.3]",No,2107-DPAOY,0
Two year,Yes,Yes,No,Fiber optic,No,Credit card (automatic),Yes,Yes,No,Yes,Female,No,No,Yes,"(64.8, 72.0]","(88.6, 98.65]",Yes,1152-HEFVN,0
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,Yes,No,Yes,Male,No internet service,No,No internet service,"(36.0, 43.2]","(18.148999999999997, 28.3]",Yes,9147-EAXSJ,0
One year,Yes,Yes,No,Fiber optic,Yes,Credit card (automatic),Yes,No,Yes,Yes,Female,Yes,No,Yes,"(64.8, 72.0]","(108.7, 118.75]",Yes,4644-YSMOF,0
Month-to-month,Yes,Yes,No,Fiber optic,No,Electronic check,No,No,Yes,No,Female,No,Yes,No,"(28.8, 36.0]","(68.5, 78.55]",No,8414-QJKYI,1
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,No,Female,No,No,Yes,"(7.2, 14.4]","(78.55, 88.6]",No,7646-JWLSR,1
One year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Female,No internet service,No,No internet service,"(43.2, 50.4]","(18.148999999999997, 28.3]",Yes,7090-WRWZF,0
Two year,No internet service,Yes,No internet service,No,No internet service,Mailed check,No internet service,No,No,No,Male,No internet service,No,No internet service,"(-0.073, 7.2]","(18.148999999999997, 28.3]",No,7667-MNOST,0
Month-to-month,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,Yes,Yes,Female,No internet service,No,No internet service,"(14.4, 21.6]","(18.148999999999997, 28.3]",No,2477-HOFCB,1
Two year,Yes,Yes,Yes,DSL,No,Mailed check,Yes,No,No,No,Female,No,No,No,"(50.4, 57.6]","(48.4, 58.45]",Yes,7817-EQAHX,0
Two year,No internet service,Yes,No internet service,No,No internet service,Credit card (automatic),No internet service,No,No,No,Male,No internet service,No,No internet service,"(64.8, 72.0]","(18.148999999999997, 28.3]",Yes,3752-ZVIEX,0
Two year,Yes,Yes,Yes,DSL,No,Bank transfer (automatic),Yes,Yes,No,Yes,Male,Yes,No,Yes,"(64.8, 72.0]","(78.55, 88.6]",Yes,6840-MZHKG,0
Month-to-month,No,Yes,No,Fiber optic,No,Bank transfer (automatic),No,No,Yes,No,Female,No,No,No,"(14.4, 21.6]","(68.5, 78.55]",Yes,9816-LIYVA,0
