,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
1225,a57e51bc-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,1,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1226,a57e613e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1227,a57e70fc-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,112.60576258541448,112.60576258541448,1,M12
1228,a57e80ba-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,1,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1229,a57e9050-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,1,Yes,No,No,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1230,a57ea018-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1231,a57eafa4-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,1,M12
1232,a57ebf3a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1233,a57eced0-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1234,a57ede98-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,1,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,1,M12
1235,a57eedde-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1236,a57efd24-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1237,a57f0c92-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1238,a57f1bd8-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,One year,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1239,a57f2d4e-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1240,a57f3c9e-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,1,M12
1241,a57f4be4-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1242,a57f5b34-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1243,a57f6a8e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1244,a57f7a9c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1245,a57f8a00-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1246,a57f9932-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,No,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,1,M12
1247,a57fa86e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1248,a57fbbba-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1249,a57fcc7c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1250,a57fdbe0-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1251,a57feb1c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1252,a57ffcf6-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,1,M12
1253,a5800c3c-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1254,a5801b78-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1255,a5802ac8-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,Yes,1,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1256,a5803a18-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1257,a5804972-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,112.60576258541448,112.60576258541448,1,M12
1258,a58058ae-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1259,a5806812-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1260,a580776c-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1261,a5808694-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,No,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1262,a5809602-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,1,M12
1263,a580a548-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,1,M12
1264,a580b498-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,112.60576258541448,112.60576258541448,1,M12
1265,a580c640-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1266,a580d586-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1267,a580e4e0-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1268,a580f430-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,1,M12
1269,a581038a-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1270,a58112c6-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,1,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1271,a58121f8-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1272,a581313e-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,112.60576258541448,112.60576258541448,1,M12
1273,a5814066-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1274,a5814f8e-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1275,a5815eca-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1276,a5816e06-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,1,No,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1277,a5817d74-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1278,a5818dc8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1279,a5819e58-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,112.60576258541448,112.60576258541448,1,M12
1280,a581ada8-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1281,a581c8d8-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1282,a581d940-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,1,M12
1283,a581e958-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,1,M12
1284,a581f966-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1285,a5820974-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1286,a5821978-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,1,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,1,M12
1287,a5822954-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,Yes,1,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),112.60576258541448,112.60576258541448,1,M12
1288,a58238fe-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1289,a58248bc-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1290,a5825848-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1291,a5826fb8-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1292,a5827f8a-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,Yes,1,No,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1293,a5828ef8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1294,a5829e7a-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1295,a582adb6-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1296,a582bd24-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1297,a582cc9c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1298,a582dbec-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1299,a582eb46-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1300,a582fa82-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1301,a58309d2-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1302,a5831918-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,1,Yes,No,No,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1303,a5832840-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,1,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1304,a58339f2-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1305,a5834956-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1306,a58358c4-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,1,M12
1307,a583683c-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1308,a5837778-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1309,a58386dc-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,1,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1310,a583960e-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,112.60576258541448,112.60576258541448,1,M12
1311,a583a57c-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),112.60576258541448,112.60576258541448,1,M12
1312,a583b4a4-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1313,a583c3d6-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1314,a583d31c-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1315,a583e262-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1316,a583f1b2-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,No,No,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1317,a5840382-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1318,a58412be-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,1,No,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1319,a58421fa-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1320,a5843140-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1321,a584409a-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1322,a5844fd6-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1323,a5845f08-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1324,a5846e62-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1325,a5847d9e-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1326,a5848ce4-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1327,a5849c16-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1328,a584ab5c-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,1,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.60576258541448,112.60576258541448,0,M12
1329,a584bab6-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1330,a584ca10-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,112.60576258541448,112.60576258541448,1,M12
1331,a584dc12-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1332,a584eb4e-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),112.60576258541448,112.60576258541448,1,M12
1333,a584fa80-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,1,M12
1334,a58509da-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1335,a5851916-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,No,Electronic check,112.60576258541448,112.60576258541448,1,M12
1336,a5852898-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1337,a5853810-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,1,M12
1338,a585476a-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,112.60576258541448,112.60576258541448,1,M12
1339,a58556ce-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1340,a585663c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1341,a58575aa-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
1342,a58584fa-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1343,a5859440-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,112.60576258541448,112.60576258541448,0,M12
1344,a585a638-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,1,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,112.60576258541448,112.60576258541448,0,M12
1345,a585b59c-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),112.60576258541448,112.60576258541448,0,M12
1346,a585c500-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,112.60576258541448,112.60576258541448,0,M12
1347,a585d446-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,1,No,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.60576258541448,112.60576258541448,0,M12
