,Contract,Dependents,DeviceProtection,InternetService,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,gender,Churn,percent,combined,t_hash
0,Month-to-month,No,No internet service,No,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,Male,18,0.009630818619582664,Month-to-month|No|No internet service|No|No|No internet service|No internet service|No|No|Mailed check|Yes|No|No internet service|No internet service|No internet service|Male,053c2b2b4bd2383e4c2e82940617e5a60c9ebf7eefbf1f16a7db074a15bb6536
974,Month-to-month,No,No,DSL,No phone service,No,No,No,Yes,Electronic check,No,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|No|Yes|Electronic check|No|No|Yes|Yes|No|Female,98d3410c23411c12a1905d36a7cbea9245f17b7474e9c3e035acee02f123e7aa
975,Month-to-month,No,No,DSL,No phone service,No,No,No,Yes,Electronic check,No,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|No|Yes|Electronic check|No|No|Yes|Yes|No|Male,1ef5d446ee4a9632fabd681caadb02d2713342681463e2fe8ed6897ba1f94efb
976,Month-to-month,No,No,DSL,No phone service,No,No,No,Yes,Electronic check,No,Yes,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|No|Yes|Electronic check|No|Yes|No|No|No|Male,6ce724bba75b77e85796d5f67005da04c8e7adefd592804818105d6f98f3e3df
977,Month-to-month,No,No,DSL,No phone service,No,No,No,Yes,Mailed check,No,No,No,Yes,Yes,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|No|Yes|Mailed check|No|No|No|Yes|Yes|Male,41e0258324a0cd32a311e66f8c2bb8f43d2b99632f21f225c1926c7886253aa5
978,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Bank transfer (automatic),No,No,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Bank transfer (automatic)|No|No|Yes|No|No|Male,f4fda96860c954c74ad0c8de4dcd96ca04135462736d13c38ceba61d16fa7f00
979,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Bank transfer (automatic),No,Yes,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Bank transfer (automatic)|No|Yes|No|No|No|Male,1c6fb094b5e7b395e4713f6e8aca331ec31bfa7e6e8fcdc386435e75958e621c
980,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Credit card (automatic),No,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Credit card (automatic)|No|No|No|No|No|Female,4182530ce604f1a62590c1f755216e786a07ac9e7c69b286a44cc1461ec6f9e3
981,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Credit card (automatic),No,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Credit card (automatic)|No|No|No|Yes|No|Male,877235b880508e0bf2daed652d83d33162e9037836c70e605d1e1f70e07b1512
982,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|No|No|No|Yes|Female,7621b07401798ba939b7b6ceca13f60319b7d469404169fb3ed54993980bd133
983,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|No|No|No|Yes|Male,c9d1166014eb1f58ff7382646ff5bba2a386f7260da4adef5e657968568b6b2d
984,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|No|Yes|Yes|No|Female,f89d31c516ef36bcb20b3ff58ba105f116361b8df8368050c1ffab94c6aa8025
985,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|No|No|No|Female,6d820611ba55b50fe5a61d22fa1273ed1761187772b3700d2884fb4f322a0d3e
986,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|No|No|No|Male,4c48446f196a561645f577f3023ac031a2b2a87cc4d9deacbcac868314eaa7ed
987,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|No|No|Yes|Female,c6a991ed731c9c81a46fb418528baf7522839e52c1fc68099f90836179b96a91
988,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|No|Yes|No|Female,39a6fc2c63ac0ba669f360e04347dc0e1c896942e2799affe86fb6b40f9fb233
989,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|Yes|No|No|Female,39d7a66688bcf3f49f06bfbe951a0b88bf9569c49dfdca906854b597f2253d15
990,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Mailed check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Mailed check|No|No|No|No|No|Male,7f64d3182ac168a7a2e17bebaed7926a9b29c298d3674a3bf050cb838f8c5c26
991,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Mailed check,No,No,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Mailed check|No|No|Yes|No|No|Male,3a38bc273eb60387d1a0f6173a4c74cecaccc63588528b5f749d05b8427922ae
992,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Mailed check,No,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Mailed check|No|No|Yes|Yes|No|Male,3dd129324961702c7f2ed320447e114235ff24cf1883d2556dffbc2f20b43b71
993,Month-to-month,No,No,DSL,No phone service,No,No,Yes,No,Mailed check,No,Yes,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|No|Mailed check|No|Yes|No|No|No|Male,bcd630fc64c2ecc68dfa0517c51e2ffe09cc2770c0f9f518319dd82de5fd26b6
994,Month-to-month,No,No,DSL,No phone service,No,No,Yes,Yes,Bank transfer (automatic),No,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|Yes|Bank transfer (automatic)|No|No|No|Yes|No|Female,428167898f7a7e3a3d11456fd98549edc3940e0e6c856a513b5952c2b20e0e12
995,Month-to-month,No,No,DSL,No phone service,No,No,Yes,Yes,Electronic check,No,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|Yes|Electronic check|No|No|Yes|No|No|Female,f3eb50f2d6de7280b6eb74868505742380837a29f9d3d5b1f260f809be7c6301
996,Month-to-month,No,No,DSL,No phone service,No,No,Yes,Yes,Electronic check,No,No,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|Yes|Electronic check|No|No|Yes|No|No|Male,3ee608482e5e3dc526e0ba2ca87d03ac8355b952eeedd5e00fe0b433a49f07c5
997,Month-to-month,No,No,DSL,No phone service,No,No,Yes,Yes,Electronic check,No,No,Yes,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|Yes|Electronic check|No|No|Yes|Yes|Yes|Female,845188a3fb727ee15886de45732a255eeb0562d299fca83b12fec6a7b236ef01
998,Month-to-month,No,No,DSL,No phone service,No,No,Yes,Yes,Electronic check,No,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|Yes|Electronic check|No|Yes|No|No|No|Female,244a787983c464e72207475d2baf532ef37a38fde65e6c3762a8b76a16846631
999,Month-to-month,No,No,DSL,No phone service,No,No,Yes,Yes,Electronic check,No,Yes,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No phone service|No|No|Yes|Yes|Electronic check|No|Yes|Yes|Yes|No|Male,0d58847f10db9fde6d4e06e77233d40f30e21fd3e9d32a24198968b5d586f29b
1000,Month-to-month,No,No,Fiber optic,Yes,No,No,No,No,Electronic check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|No|Fiber optic|Yes|No|No|No|No|Electronic check|Yes|No|Yes|Yes|No|Female,bce1ce3de2b6640f2ab37f5f45751e3aac4f03f4e1ac57e578619ada6cc37ddd
1001,Month-to-month,No,No,Fiber optic,Yes,No,No,No,No,Electronic check,Yes,Yes,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|No|Fiber optic|Yes|No|No|No|No|Electronic check|Yes|Yes|No|No|No|Male,3d2e2f6b8e91bf3ef3b929591342d53d029d51fc94d6539767d2c3354264842b
1002,Month-to-month,No,No,Fiber optic,Yes,No,No,No,No,Electronic check,Yes,Yes,Yes,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|No|No|Fiber optic|Yes|No|No|No|No|Electronic check|Yes|Yes|Yes|Yes|Yes|Female,5f7b242cd0af62b178b7ad17b8916ae4a5b461fb794e270a1e9e45f7a969a6c7
1003,Month-to-month,No,Yes,DSL,No phone service,Yes,No,No,Yes,Credit card (automatic),No,Yes,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|No|No|Yes|Credit card (automatic)|No|Yes|Yes|Yes|No|Female,bb617985eb6902b4f6857e856750bb88deb0af4a94deb1806651470bd356827d
1004,Month-to-month,No,Yes,DSL,No phone service,Yes,No,Yes,No,Credit card (automatic),No,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|No|Yes|No|Credit card (automatic)|No|No|No|No|Yes|Male,0c7a41f80c3b387f03fe1bc22429e43f2be130b361dc8663fcb48e16ce7302e5
1005,Month-to-month,No,Yes,DSL,No phone service,Yes,No,Yes,No,Credit card (automatic),No,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|No|Yes|No|Credit card (automatic)|No|No|Yes|Yes|No|Female,b36d4cbc43423c3526f09ba6bf2a73ecde509a78f9fee36f57420f0b57493087
1006,Month-to-month,No,Yes,DSL,No phone service,Yes,No,Yes,No,Electronic check,No,Yes,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|No|Yes|No|Electronic check|No|Yes|Yes|No|No|Male,445b6aa09d92b5a8d49d84ce4b0cc80bbd68ebecbe68f2917da3e99e5fed36db
1007,Month-to-month,No,Yes,DSL,No phone service,Yes,No,Yes,No,Electronic check,No,Yes,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|No|Yes|No|Electronic check|No|Yes|Yes|Yes|No|Male,5eaef8b6df8aaaed3e06abb43585c47a6fd87eeb956a8bc13de4f97250c24517
1008,Month-to-month,No,Yes,DSL,No phone service,Yes,No,Yes,Yes,Electronic check,No,Yes,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|No|Yes|Yes|Electronic check|No|Yes|Yes|No|No|Male,b791d8be16587ab297c9c40001a0f8a63c73cbcf1ff0564fcdbbdba469aa27c9
1009,Month-to-month,No,Yes,DSL,No phone service,Yes,Yes,Yes,No,Mailed check,No,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|Yes|Yes|No|Mailed check|No|No|No|No|Yes|Male,b54c958ed6da24a00d2af3ef4bb122f23b37db2ae0ab90dbdec8fd412404c752
1010,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,Mailed check,Yes,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|Yes|No|No|No|No|Mailed check|Yes|No|No|No|Yes|Male,2630a5f6eab232f1cd9e237d79c31fe14d03707556ccf09ceda8608b9f20cc4c
1011,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|Yes|No|No|No|Yes|Bank transfer (automatic)|Yes|No|No|Yes|Yes|Female,b37f3636ddb6af30961d4b59fd3a9689b992ba86900e26e35ab8826f73656c78
1012,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,Credit card (automatic),Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|Yes|No|No|Yes|No|Credit card (automatic)|Yes|No|Yes|No|No|Female,f7af7ea07b7ef9942cbf0769401a14047aa5b6d0654fc67420d0d8c4002b9b07
1013,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,Credit card (automatic),Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|Yes|No|Yes|No|No|Credit card (automatic)|Yes|No|No|No|Yes|Female,7dd635b21f5e5a19b5fe47fdaa7d937fb11c91345ec487b2680661dac86868d5
1014,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,No,Mailed check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|Yes|No|Yes|Yes|No|Mailed check|Yes|No|No|No|Yes|Female,a3105631cb75dc6abc68529bc42c22f6f00f6fef561844e5be2f67c4e048143c
1015,Month-to-month,No,Yes,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|No|No|Bank transfer (automatic)|Yes|No|No|No|No|Female,172507bed05c6068a69d80efeddf7c54ab8bf1d9d9725fa5be80dbc65dd777b6
1016,Month-to-month,No,Yes,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|No|No|Bank transfer (automatic)|Yes|No|Yes|Yes|No|Male,8d78d92b2cab145f84dc79e2ff9ea197c74ba5c280fdfb92ecf639515ca6cf07
1017,Month-to-month,No,Yes,Fiber optic,No,No,No,No,No,Credit card (automatic),Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|No|No|Credit card (automatic)|Yes|No|No|No|Yes|Female,a1265afa8a5fc0f14495e1d1f6a48679cd6a31fdc0901ba85fcb58ac0151494f
1018,Month-to-month,No,Yes,Fiber optic,No,No,No,No,No,Electronic check,Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|No|No|Electronic check|Yes|No|Yes|No|No|Female,e96d8afba46abdf8442d33c17330a85689ef9c3780153ef1c6b553f232037851
1019,Month-to-month,No,Yes,Fiber optic,No,No,No,No,No,Electronic check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|No|No|Electronic check|Yes|No|Yes|Yes|No|Female,21f9cec294405cf5de5d5ee48e1e732286c5dc32ef361c3e891030bfdf733c9f
1020,Month-to-month,No,No,DSL,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|No|No|DSL|No|No|No|No|No|Bank transfer (automatic)|Yes|No|No|No|Yes|Male,734348612d7ca96194eb204ba24f78b8757c5074a1714a57f2df1e8b95aabb1a
1021,Month-to-month,No,Yes,Fiber optic,No,No,No,No,No,Electronic check,Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|No|No|Electronic check|Yes|Yes|No|No|No|Female,3d4f46841ea17b8fee5d6f7919fb837f922a380ce5cb7ccd7c50ef3a11888bc9
1022,Month-to-month,No,Yes,Fiber optic,No,No,No,No,No,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|No|No|Mailed check|Yes|No|No|No|No|Male,be861281288d26da5bd476ecfb507c1487f40dd3e68409c623011740c2f1d5d2
1023,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Bank transfer (automatic)|Yes|No|No|No|No|Male,ccb8b5604dbe9684bbddd3a7dd2ee6d56412835d35a86207013e774bb7f3eddd
1024,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Bank transfer (automatic)|Yes|Yes|No|No|No|Female,b373388e88738d41d0ff6ba86c7c011b3645218fc6bc00f63a76e60574b6e19a
1025,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Bank transfer (automatic)|Yes|Yes|Yes|Yes|No|Male,d77113cd6c33f62d5cfb8978a0bd9278528b586068daf446261209c97790bcaa
1026,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Credit card (automatic),Yes,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Credit card (automatic)|Yes|No|No|Yes|No|Female,8ba0de66d899816bd20339c982f60cc00a629fcedf532df1ebfad7609c9227b3
1027,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Credit card (automatic),Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Credit card (automatic)|Yes|Yes|No|No|No|Female,d3477a4dcac659ddb00fafe1c552be5621744d7fac241e24cb185124a9150de7
1028,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Credit card (automatic)|Yes|Yes|Yes|No|No|Female,12729c2339293ece0b52a87b28d4a2b654abf15bb0b5334810edb205481ea1ee
1029,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Credit card (automatic)|Yes|Yes|Yes|Yes|No|Female,161da9bcdf03514dd4d680ea21fc91325a2ae6f52c067bb2b56c0fbf6e157a38
1030,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Credit card (automatic)|Yes|Yes|Yes|Yes|No|Male,bb1b49a9a90d80313cfd0dc77114f8483458dbdbc9b9e078dc296c8f52937a53
1031,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,Male,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Electronic check|Yes|No|No|No|Yes|Male,73dcb48a8e2c77c80d8d808850e8bf487e0ac7823b10c61fcf263e4f5ac39f09
1032,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Electronic check|Yes|No|No|Yes|No|Female,002cbe7f29aba4a99d070aaa2501437dbbb4925d117b3256d374f17de3738fd5
1033,Month-to-month,No,Yes,DSL,No phone service,Yes,No,Yes,No,Credit card (automatic),No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|Yes|No|Yes|No|Credit card (automatic)|No|No|No|No|No|Male,85648d2cfea83dcdf2f6b7c646472690ecf127ae9bf9389d0681e963edcfceea
1034,Month-to-month,No,Yes,DSL,No phone service,No,Yes,Yes,Yes,Bank transfer (automatic),No,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|Yes|Yes|Yes|Bank transfer (automatic)|No|No|Yes|No|No|Female,626089f1c2626a4ec7d4e05ff45bb8e6646018df98ecf631121ba3b8c09aff15
1035,Month-to-month,No,Yes,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|Fiber optic|No|No|No|Yes|No|Electronic check|Yes|Yes|No|No|No|Female,0847b46f788b4368331dccc3d5e761302fff6d64f38ad8c3d0c2cc239ec5f07a
1036,Month-to-month,No,Yes,DSL,No phone service,No,Yes,No,Yes,Electronic check,No,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|Yes|No|Yes|Electronic check|No|No|Yes|Yes|No|Female,bc7f85865aab5fb3eb11311762a07fcbcc1386227636f1cd19f9479a2bc94094
1037,Month-to-month,No,Yes,DSL,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|No|Yes|No|Electronic check|Yes|No|Yes|No|No|Female,20e34cf21d980d592ec0a60ca3c55cf04330c8d24395812b9cd456e157448b8a
1038,Month-to-month,No,Yes,DSL,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|No|Yes|No|Electronic check|Yes|No|Yes|Yes|No|Male,064ba56728a911c20825d44d5cdd665b8057a79f1cefc87762b241d9902b3696
1039,Month-to-month,No,Yes,DSL,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|No|Yes|No|Electronic check|Yes|No|Yes|Yes|Yes|Male,9fe0a8f50ce0f28c666d4048867fc467dc8e91c870c0c16037d29b2c8cccf690
1040,Month-to-month,No,Yes,DSL,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|No|Yes|No|Mailed check|Yes|No|No|No|No|Female,4bbdbb370ff14b2d65da9112b5162832fa1074ad1bc3b6e5ab80969746436b75
1041,Month-to-month,No,Yes,DSL,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|No|Yes|No|Mailed check|Yes|No|No|No|No|Male,e63ca5dcffbc40c5c98ca760489832e4f119a59242bb410e4dcc675a7aa4cc86
1042,Month-to-month,No,Yes,DSL,No,No,No,Yes,Yes,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|No|Yes|Yes|Mailed check|Yes|No|No|No|No|Male,15c37d22b8fe4b1e3a807e521cb117fd49ed5ed4f20a29772b33f0902f5c63b6
1043,Month-to-month,No,Yes,DSL,No,No,Yes,No,No,Bank transfer (automatic),Yes,Yes,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|Yes|No|No|Bank transfer (automatic)|Yes|Yes|No|Yes|No|Male,167cceab392e9602ce685cfbc66332ddf41050191b4ac84f4c6e5266999c1fcf
1044,Month-to-month,No,Yes,DSL,No,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|Yes|Yes|No|Electronic check|Yes|Yes|No|No|No|Female,a3d69b03689ad54f6e159fe6840956cd5d85ad50e966610ef4aa54dc90d0b370
1045,Month-to-month,No,Yes,DSL,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|No|Yes|Yes|No|Mailed check|Yes|No|No|No|No|Male,c7f1a441320197bab7aa7ffd68bd0f83ca87b9bfb0517842f8b4cc3ad97a0635
1046,Month-to-month,No,Yes,DSL,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No|Yes|Yes|Yes|No|Bank transfer (automatic)|Yes|No|Yes|No|No|Female,02f0c8dedb32f5fd559090cad08a9282ebc3643832c9af4839ee1861b27892d6
1047,Month-to-month,No,Yes,DSL,No phone service,No,No,No,No,Electronic check,No,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|No|No|Electronic check|No|No|Yes|No|No|Female,3f3f514949dbd38096858d483531cacb8e9f45cb160ced33d92ea4bd4e8bedd2
1048,Month-to-month,No,Yes,DSL,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|No|No|Mailed check|No|No|No|No|No|Male,4407bd6edc8893e721e6edc61170be9a69793f62803c75ec57eb6fc67e5b1c1b
1049,Month-to-month,No,Yes,DSL,No phone service,No,No,Yes,No,Bank transfer (automatic),No,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|Yes|No|Bank transfer (automatic)|No|No|Yes|Yes|No|Female,b6ac076e5b7faf6ce6650726871ecd0ef78646c1006443cd8a0964b7ad5dea56
1050,Month-to-month,No,Yes,DSL,No phone service,No,No,Yes,No,Electronic check,No,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|Yes|No|Electronic check|No|No|No|No|No|Male,db1fb6f664641d04787d8a0a855e6ae93fb5f6d05e2f54954eb53e7c086c1592
1051,Month-to-month,No,Yes,DSL,No phone service,No,No,Yes,No,Electronic check,No,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|Yes|No|Electronic check|No|No|No|Yes|No|Male,be304d7a514497563a4b180e665af4c1e015806bc4b9bb77205276a1b0efdd7e
1052,Month-to-month,No,Yes,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|No|No|No|Female,4fa4e728882f1f95033e960200e30fc0027d7cd5694006b7441dad0b3b0fefb7
1053,Month-to-month,No,Yes,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,No,No,Male,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|No|No|No|Male,7bbc1683ddbd487c4b3316b0a636d6f194c60b52d65a83a37d70fb6eb62b9925
1054,Month-to-month,No,Yes,DSL,No phone service,No,No,Yes,No,Electronic check,No,Yes,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|No|Yes|DSL|No phone service|No|No|Yes|No|Electronic check|No|Yes|No|Yes|No|Female,cb6742ac62b04f41f4ffd800c2eed2a85732345f26be457c65b49adf22b2baa1
