PaperlessBilling,tenure_bins,StreamingTV,DeviceProtection,Dependents,PaymentMethod,gender,Partner,SeniorCitizen,TechSupport,PhoneService,OnlineBackup,Contract,InternetService,OnlineSecurity,MultipleLines,StreamingMovies,monthly_charges_bins,original_customer_count,original_churn_sum,original_churn_ratio,original_customer_ratio,new_customer_count,new_churn_count,new_customer_count_rounded,new_churn_count_rounded,new_customer_totals
No,"(14.4, 21.6]",No,No,No,Electronic check,Male,No,No,Yes,Yes,Yes,Month-to-month,Fiber optic,No,Yes,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Male,No,No,No,Yes,Yes,Month-to-month,DSL,No,Yes,No,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Male,No,No,No,Yes,No,Month-to-month,DSL,Yes,No,No,"(48.4, 58.45]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Male,No,No,No,Yes,No,Month-to-month,DSL,No,Yes,No,"(48.4, 58.45]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(7.2, 14.4]",Yes,Yes,No,Electronic check,Female,Yes,No,No,Yes,Yes,Month-to-month,Fiber optic,No,No,Yes,"(98.65, 108.7]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Female,Yes,No,No,Yes,No,Month-to-month,Fiber optic,Yes,No,No,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Female,Yes,No,No,No,No,Month-to-month,DSL,Yes,No phone service,No,"(28.3, 38.35]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Female,No,Yes,No,Yes,Yes,Month-to-month,Fiber optic,No,Yes,Yes,"(88.6, 98.65]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Female,No,No,No,Yes,Yes,Month-to-month,DSL,No,No,No,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No,No,No,Electronic check,Female,No,No,No,Yes,No,Month-to-month,Fiber optic,No,Yes,No,"(68.5, 78.55]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No,Yes,Yes,Credit card (automatic),Male,Yes,Yes,Yes,Yes,No,One year,Fiber optic,Yes,No,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No,Yes,Yes,Electronic check,Male,Yes,No,No,Yes,No,Month-to-month,DSL,No,No,Yes,"(48.4, 58.45]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No,Yes,Yes,Mailed check,Female,No,No,No,Yes,No,One year,DSL,Yes,No,Yes,"(58.45, 68.5]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Electronic check,Male,No,No,Yes,Yes,No,Month-to-month,Fiber optic,No,Yes,Yes,"(98.65, 108.7]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Credit card (automatic),Female,No,No,Yes,Yes,Yes,Two year,DSL,Yes,No,No,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Credit card (automatic),Female,No,No,Yes,Yes,Yes,One year,DSL,Yes,No,Yes,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Bank transfer (automatic),Male,Yes,No,No,Yes,No,Month-to-month,DSL,No,No,No,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Bank transfer (automatic),Male,No,No,No,Yes,No,Month-to-month,Fiber optic,No,Yes,No,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Bank transfer (automatic),Female,Yes,Yes,Yes,Yes,No,Month-to-month,Fiber optic,No,Yes,Yes,"(98.65, 108.7]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Bank transfer (automatic),Female,No,Yes,No,Yes,No,Month-to-month,Fiber optic,No,No,No,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Electronic check,Male,No,No,Yes,Yes,No,Month-to-month,Fiber optic,No,No,No,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Mailed check,Male,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Mailed check,Female,No,No,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Mailed check,Male,No,No,No internet service,Yes,No internet service,Two year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Mailed check,Male,No,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Electronic check,Male,Yes,No,No,No,No,Month-to-month,DSL,No,No phone service,Yes,"(38.35, 48.4]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Mailed check,Female,No,No,Yes,Yes,No,Month-to-month,DSL,No,No,Yes,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Mailed check,Female,No,No,Yes,Yes,No,One year,DSL,No,Yes,Yes,"(68.5, 78.55]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Mailed check,Female,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Mailed check,Female,No,No,Yes,Yes,Yes,Month-to-month,DSL,No,No,No,"(58.45, 68.5]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Credit card (automatic),Female,No,Yes,No,Yes,Yes,Month-to-month,Fiber optic,No,Yes,No,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Female,No,No,No,Yes,No,Month-to-month,Fiber optic,Yes,No,No,"(78.55, 88.6]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Female,No,No,No,Yes,Yes,One year,DSL,No,No,No,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Female,No,Yes,Yes,Yes,No,Month-to-month,DSL,No,No,No,"(58.45, 68.5]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,Yes,Mailed check,Female,Yes,No,No,Yes,No,Month-to-month,DSL,No,No,No,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,Yes,Electronic check,Male,Yes,No,Yes,Yes,Yes,Month-to-month,DSL,Yes,Yes,Yes,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,Yes,Electronic check,Male,Yes,No,Yes,Yes,No,One year,Fiber optic,Yes,No,Yes,"(98.65, 108.7]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,Yes,Electronic check,Male,Yes,No,No,Yes,No,Month-to-month,Fiber optic,No,No,No,"(78.55, 88.6]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,Yes,Electronic check,Female,Yes,No,Yes,Yes,No,Month-to-month,Fiber optic,Yes,No,No,"(88.6, 98.65]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,Yes,Bank transfer (automatic),Male,Yes,No,Yes,Yes,Yes,One year,Fiber optic,No,No,Yes,"(98.65, 108.7]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,Yes,Bank transfer (automatic),Female,Yes,No,No,Yes,No,One year,DSL,Yes,Yes,Yes,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Mailed check,Male,No,No,No,Yes,No,Month-to-month,DSL,No,Yes,Yes,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Mailed check,Female,No,No,No,Yes,No,One year,DSL,No,No,No,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Male,Yes,Yes,Yes,Yes,Yes,Month-to-month,Fiber optic,No,Yes,Yes,"(98.65, 108.7]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Male,No,Yes,No,Yes,No,Month-to-month,Fiber optic,No,No,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Male,No,No,No,Yes,No,Month-to-month,Fiber optic,Yes,No,Yes,"(88.6, 98.65]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Male,No,No,No,Yes,No,Month-to-month,Fiber optic,No,No,No,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Female,Yes,No,No,Yes,No,Month-to-month,Fiber optic,No,Yes,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",Yes,No,No,Electronic check,Female,Yes,No,No,Yes,No,Month-to-month,Fiber optic,No,No,Yes,"(78.55, 88.6]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Mailed check,Female,No,No,No internet service,Yes,No internet service,Two year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Mailed check,Female,No,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No,Yes,Yes,Mailed check,Male,No,No,No,Yes,No,One year,DSL,Yes,No,Yes,"(58.45, 68.5]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Credit card (automatic),Female,No,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Mailed check,Female,No,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Electronic check,Male,No,No,No,Yes,No,Month-to-month,Fiber optic,No,Yes,Yes,"(88.6, 98.65]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Electronic check,Male,No,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Electronic check,Male,Yes,No,No,Yes,No,Month-to-month,Fiber optic,No,No,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,Yes,No,Bank transfer (automatic),Male,No,No,No,Yes,No,Month-to-month,DSL,No,Yes,Yes,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Credit card (automatic),Female,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,Yes,No,Credit card (automatic),Female,No,No,No,Yes,No,Month-to-month,Fiber optic,No,Yes,Yes,"(88.6, 98.65]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Bank transfer (automatic),Male,No,Yes,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Mailed check,Female,Yes,No,Yes,Yes,Yes,One year,Fiber optic,Yes,No,Yes,"(98.65, 108.7]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Bank transfer (automatic),Male,No,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Bank transfer (automatic),Female,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Bank transfer (automatic),Female,No,Yes,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Bank transfer (automatic),Female,No,No,No internet service,Yes,No internet service,Two year,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,Yes,No,Electronic check,Female,No,No,No,No,No,Month-to-month,DSL,No,No phone service,Yes,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Bank transfer (automatic),Female,No,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,Yes,No,Electronic check,Female,No,No,Yes,No,Yes,One year,DSL,No,No phone service,Yes,"(58.45, 68.5]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Electronic check,Male,No,No,No,Yes,No,Month-to-month,DSL,No,No,No,"(48.4, 58.45]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Electronic check,Female,Yes,No,No,Yes,Yes,One year,DSL,Yes,Yes,No,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Mailed check,Female,No,Yes,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Mailed check,Female,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Mailed check,Male,No,No,No,Yes,No,Month-to-month,Fiber optic,Yes,Yes,Yes,"(88.6, 98.65]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Credit card (automatic),Male,No,No,No internet service,Yes,No internet service,Two year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Credit card (automatic),Female,Yes,No,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Credit card (automatic),Female,No,No,No internet service,Yes,No internet service,Two year,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Mailed check,Male,No,No,Yes,Yes,Yes,Month-to-month,DSL,No,No,Yes,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Bank transfer (automatic),Female,Yes,No,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,Yes,Bank transfer (automatic),Female,No,No,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(7.2, 14.4]",Yes,No,No,Mailed check,Male,Yes,No,Yes,No,No,Month-to-month,DSL,No,No phone service,No,"(38.35, 48.4]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Credit card (automatic),Female,Yes,No,Yes,Yes,Yes,Month-to-month,DSL,No,Yes,Yes,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Mailed check,Male,No,No,No internet service,Yes,No internet service,One year,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Credit card (automatic),Male,No,No,No,Yes,No,Month-to-month,DSL,No,No,Yes,"(58.45, 68.5]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Electronic check,Female,Yes,No,No,No,No,Month-to-month,DSL,Yes,No phone service,Yes,"(48.4, 58.45]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Mailed check,Female,Yes,No,No internet service,Yes,No internet service,Two year,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(14.4, 21.6]",No internet service,No internet service,No,Mailed check,Female,Yes,No,No internet service,Yes,No internet service,Two year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(7.2, 14.4]",Yes,No,Yes,Electronic check,Female,Yes,No,No,Yes,No,Month-to-month,Fiber optic,No,No,Yes,"(78.55, 88.6]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(21.6, 28.8]",No internet service,No internet service,No,Mailed check,Male,No,No,No internet service,Yes,No internet service,Two year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(21.6, 28.8]",No internet service,No internet service,No,Mailed check,Male,Yes,No,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(36.0, 43.2]",No,Yes,No,Electronic check,Male,No,No,Yes,Yes,Yes,Month-to-month,DSL,Yes,Yes,No,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Female,No,No,No,Yes,Yes,Month-to-month,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Male,Yes,No,No,Yes,No,Month-to-month,Fiber optic,No,No,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Male,No,No,Yes,Yes,Yes,One year,DSL,Yes,No,No,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Male,No,No,No,Yes,No,Month-to-month,Fiber optic,No,Yes,No,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Male,No,No,No,Yes,No,Month-to-month,Fiber optic,No,No,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Female,No,Yes,Yes,Yes,No,Month-to-month,Fiber optic,No,Yes,Yes,"(88.6, 98.65]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Female,No,Yes,No,Yes,No,Month-to-month,Fiber optic,No,No,Yes,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Female,No,No,Yes,Yes,No,Month-to-month,Fiber optic,No,No,No,"(78.55, 88.6]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Female,No,No,No,Yes,No,One year,Fiber optic,No,Yes,No,"(78.55, 88.6]",1,1,1.0,0.0001419849495953429,0.979696152207866,0.979696152207866,1.0,1.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Mailed check,Female,No,No,No,Yes,No,One year,DSL,Yes,Yes,Yes,"(68.5, 78.55]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Female,No,No,No,Yes,No,Month-to-month,Fiber optic,No,Yes,No,"(78.55, 88.6]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Bank transfer (automatic),Female,No,No,Yes,Yes,No,Month-to-month,Fiber optic,Yes,Yes,Yes,"(98.65, 108.7]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",No internet service,No internet service,Yes,Mailed check,Male,Yes,No,No internet service,Yes,No internet service,Two year,No,No internet service,Yes,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",No internet service,No internet service,Yes,Mailed check,Male,Yes,No,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",No internet service,No internet service,Yes,Mailed check,Male,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",No internet service,No internet service,Yes,Mailed check,Male,No,No,No internet service,Yes,No internet service,Two year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",No internet service,No internet service,Yes,Mailed check,Male,No,No,No internet service,Yes,No internet service,One year,No,No internet service,No,No internet service,"(18.148999999999997, 28.3]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
No,"(28.8, 36.0]",Yes,No,No,Electronic check,Male,Yes,Yes,No,Yes,No,Month-to-month,Fiber optic,Yes,Yes,No,"(88.6, 98.65]",1,0,0.0,0.0001419849495953429,0.979696152207866,0.0,1.0,0.0,1.0
