,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
5495,ee0dbd02-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),52.961784646615925,201.16908876667327,4,M12
6257,eb4d86ce-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,6,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,28.070192801957358,234.976757746786,5,M12
5778,ef244b02-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,32.9006928776367,141.07326744071952,5,M12
2718,ef365d38-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),62.77016656927804,131.37895077538786,6,M12
2517,eff11f6a-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.6769525405727,77.6769525405727,4,M12
2423,f03b9f68-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,No phone service,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,41.69172825396018,41.69172825396018,5,M12
2427,f03d0f42-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,42.565729098038986,42.565729098038986,4,M12
2350,f03125ba-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,38.09081627082793,38.09081627082793,5,M12
1633,eb4a94be-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,32.543202720931646,354.561852583122,3,M12
766,eb623362-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,6,No,No,No,No,No internet service,No,Yes,No,No,One year,No,Electronic check,77.77557837177119,480.9573555591327,3,M12
5509,ee528270-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,3,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.5914044477672,250.9745371059444,5,M12
580,ee289924-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,78.7730794625111,196.5348688503853,4,M12
4534,e963b9aa-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,8,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,68.63758983716106,436.0054243410873,7,M12
798,eb6c2ebc-6e47-11ec-ac64-acde48001122,Male,No,No,No,6,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.85850090576668,379.40531770821275,2,M12
5342,eb3a56f8-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,6,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),29.765249260338532,399.26341427012693,4,M12
4529,ea44ad02-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,7,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,26.129829539010473,426.9945466145703,6,M12
3132,efff4784-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.30778753305416,45.30778753305416,5,M12
2997,f00b0fb0-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),19.456731553269254,19.456731553269254,4,M12
1060,ee3eae9e-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Credit card (automatic),20.701198932281986,157.63971643008148,0,M12
1008,ef4d804e-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,2,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Two year,No,Credit card (automatic),93.18221223530401,150.80994242618544,3,M12
3984,ed532c3a-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Mailed check,39.82886865541571,272.82080455137304,4,M12
1818,f02ea1fa-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.51505867560105,112.51505867560105,6,M12
6182,ef3b947e-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,101.24604310368434,176.1954442772829,1,M12
1940,f015e96c-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,67.90429027631588,67.90429027631588,4,M12
1107,ef57a2a4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.30391919622677,205.4685029474602,6,M12
5131,ef08203a-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),102.34895583514742,168.7195526722643,4,M12
2274,f046af02-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,86.55038487267427,86.55038487267427,4,M12
6309,ec0c2a7a-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,No,Mailed check,90.35204014376855,324.7704863445336,4,M12
6391,ed0abe3c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,64.97631176096073,232.2153440522494,3,M12
5571,ef54b062-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.83226072593253,108.78557031688561,2,M12
4656,e886a16e-6e47-11ec-ac64-acde48001122,Male,No,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),69.0850579725306,641.0438623758952,5,M12
2222,f04a00b2-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Mailed check,92.01496653748154,92.01496653748154,7,M12
4026,ed1d6da2-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,4,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),90.84113820146446,258.9812592167345,3,M12
2910,ee6a7ede-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,59.16293660670799,201.96794726318814,7,M12
5035,ef16b62c-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Mailed check,64.84550302857086,121.09544191078257,5,M12
1826,f02a1bda-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Electronic check,82.63509094902902,82.63509094902902,4,M12
1125,ec24a2a8-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,108.54074947298055,332.0166143409937,5,M12
4492,ee0ec72e-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,3,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),53.728770387410904,177.47277394264825,5,M12
6088,eb2cf6f2-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),79.88950444383944,528.3310612547754,3,M12
5210,ed24ab6c-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,37.692291053293225,148.17773777885338,2,M12
1366,ee655742-6e47-11ec-ac64-acde48001122,Male,Yes,No,Yes,3,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),34.66220591304311,118.43129022264324,4,M12
4091,ee602894-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),60.16014800858335,106.74726892636714,3,M12
4205,eb65dfbc-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,6,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),53.31995727849975,311.2264649061732,7,M12
5134,eb579e0c-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,6,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.64878063560663,366.1759046165221,7,M12
4247,ef53daf2-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,50.91469393255754,118.53991129952114,5,M12
6348,ec5e8d56-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),109.65089561183804,383.81241046806554,3,M12
201,ed1fc7dc-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,19.463101833566565,258.81436163600756,5,M12
3106,f0116f9a-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,96.83511457817661,96.83511457817661,5,M12
2701,eff612ea-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),69.44093474016967,69.44093474016967,3,M12
5473,ef527b08-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),24.417049755600416,136.40927840635072,3,M12
2679,eff412b0-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No phone service,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,33.76634812858336,33.76634812858336,5,M12
5538,2068-WWXQZ,Male,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.94873676732855,1494.0569191525683,1,M12
1772,f0293576-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.31460456422197,113.31460456422197,4,M12
1305,ef3dea58-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,30.226519159508797,126.41302318637145,3,M12
5614,ee498530-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,86.46099128634087,262.63008657513774,5,M12
836,ef5ceb7e-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),35.19110394658634,98.53705082912171,3,M12
5654,ef19aa80-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,24.750383126974537,99.59866832436144,4,M12
6153,ea4f301a-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),32.89938804685275,354.7158122145863,2,M12
616,ee62cf22-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,No,No,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,42.29248731497373,99.85485241026578,2,M12
829,ef43cf86-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),101.99041761591263,193.17249517773968,3,M12
2470,f036b1b0-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,20.38138211563658,20.38138211563658,3,M12
2569,efecfc28-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),33.6239356244443,33.6239356244443,3,M12
803,ef3e9c64-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.70392534235836,71.07562969273451,7,M12
6433,e9a5d3f8-6e47-11ec-ac64-acde48001122,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),113.8255043818286,627.0595842147457,5,M12
1179,ef38a5d4-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),29.501819535413045,94.65777780196454,5,M12
4791,ef582b98-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,65.83258975315988,95.46948660211672,5,M12
1472,ec4e649e-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.09220903736104,332.3621502580541,6,M12
5470,ec3039e2-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),102.60861471044888,419.71643821388653,3,M12
5659,eb580252-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,76.41352169013554,392.01293031498415,3,M12
1418,ef5a1cbe-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,62.523871223999066,134.08358422904627,5,M12
4936,ef5cae02-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,109.41964766485802,177.69532740644166,4,M12
4275,e96d8444-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,8,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),67.4684602145545,521.8621662908147,5,M12
6311,ed4ffa7e-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,36.255480349197626,231.7922153518515,3,M12
734,ec2b9e28-6e47-11ec-ac64-acde48001122,Female,No,No,No,5,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),75.5042128484896,409.6896538745174,4,M12
2214,f048b16c-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.56092903311094,92.56092903311094,3,M12
2507,eff1c2da-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,107.10049970490569,107.10049970490569,4,M12
3314,f0042e66-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),88.22311973440262,88.22311973440262,4,M12
5992,ecfa45ca-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),69.22843298270861,237.22160590692454,5,M12
5865,eb600664-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,6,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,117.28151443144807,496.3947875648282,5,M12
1699,f028ef44-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,53.55879858882459,53.55879858882459,1,M12
1855,f02c4568-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,19.229610421235517,19.229610421235517,5,M12
1414,ec5d25ba-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,5,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.66392837423741,361.67480117633653,2,M12
5753,e78f0d46-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,10,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),87.36141637376926,700.6721228896274,6,M12
6065,ec63dba8-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,5,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),86.38367164198056,367.6775568211341,10,M12
1967,f0175bc6-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,114.57000144965151,114.57000144965151,3,M12
3484,ef4f31e6-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,68.78115778735506,90.63161289875852,3,M12
2845,efeb9bc6-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.109178344021544,29.109178344021544,5,M12
896,ee1ea4be-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.17513127196611,273.103284703494,2,M12
5294,ed3f01f6-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,4,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,One year,No,Electronic check,51.35335221314513,216.33584600612164,2,M12
3113,f010edae-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,1,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,70.39048280203707,70.39048280203707,4,M12
3236,f005d2d4-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),74.61665959349799,74.61665959349799,2,M12
2179,f03f897a-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.82528876850745,92.82528876850745,5,M12
713,ef186fbc-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,31.020281083961304,92.80059900800295,2,M12
7,ea5a7ac4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,107.2891796253102,584.1840391821373,5,M12
143,ee18dfac-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),22.06276219847227,233.82962074389246,3,M12
5594,ea6d6d8c-6e47-11ec-ac64-acde48001122,Female,No,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,69.39887507008649,562.7721892239324,3,M12
4280,ef3484f4-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,2,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,57.76308192581214,149.4584407796836,5,M12
4190,e8ac319a-6e47-11ec-ac64-acde48001122,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,105.17964063152739,610.7985778922966,5,M12
1130,ec56b9fa-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,5,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,114.65039813560493,240.81885922786466,3,M12
1707,f0285688-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,88.24929656879301,88.24929656879301,4,M12
3269,f006f61e-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),27.925912678633843,27.925912678633843,3,M12
5376,ef3e3a80-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,73.77045843740682,123.0330850452271,2,M12
6296,ed235dac-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,91.87693375920989,271.1882245060948,5,M12
5851,ec1dfd9a-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,42.518848773678364,379.61679320163677,5,M12
1140,ee486ed4-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,No,No,No,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,46.24262017674573,227.35551888997713,2,M12
1054,ecfe3522-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,65.01326438331806,243.9633724076948,5,M12
3468,e70436e4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,11,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.9296934787972,747.0804572361136,3,M12
882,eefa57c0-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,18.80394710438162,38.75556799626389,6,M12
6464,ef46a44a-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,2,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,83.18829746649071,121.56839172993858,7,M12
2825,efe8db3e-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Mailed check,44.843353423851624,44.843353423851624,1,M12
3934,eb74dc88-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),81.18860479532565,292.6586101472883,6,M12
5297,ef12120c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,42.68548021851898,138.34993308378918,5,M12
4449,e6928c60-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,12,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Mailed check,54.58406717189201,912.4429452882052,2,M12
5645,ec64cc5c-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,5,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),108.79627324362981,301.0325380142362,3,M12
5731,ed441d08-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,118.3755224255304,290.0962421733994,2,M12
5866,ee5490ce-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),40.239449113969535,140.88362851586007,3,M12
5158,ed06a6d0-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,21.06605155305433,225.50886756263873,9,M12
2932,f00cc198-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,110.172515705782,110.172515705782,5,M12
3170,f00027bc-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),46.798476701543606,46.798476701543606,4,M12
2717,ea4efe42-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,7,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),39.414669944255465,547.3286530110379,3,M12
2709,efec1f7e-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,36.85674160690098,36.85674160690098,3,M12
745,ed0f8e8a-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.89167334010835,307.25464098461794,4,M12
6078,e93bde26-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.22221778952432,642.6724108262061,5,M12
6122,e977f712-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,80.87110784227359,429.9356691050726,3,M12
2550,eff263c0-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No phone service,No,No,No,No internet service,No,No,No,Two year,No,Mailed check,108.25126537363467,108.25126537363467,6,M12
