,customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_bins,monthly_charges_bins
4813,8631-WUXGY,Female,No,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(43.2, 50.4]","(98.65, 108.7]"
4814,7270-BDIOA,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1,"(21.6, 28.8]","(88.6, 98.65]"
4815,9565-JSNFM,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),1,"(36.0, 43.2]","(68.5, 78.55]"
4816,5906-DVAPM,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(68.5, 78.55]"
4817,6654-QGBZZ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4818,8348-JLBUG,Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),0,"(57.6, 64.8]","(78.55, 88.6]"
4819,0607-DAAHE,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1,"(50.4, 57.6]","(18.148999999999997, 28.3]"
4820,5641-DMBFJ,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,"(57.6, 64.8]","(78.55, 88.6]"
4821,9200-NLNPD,Male,No,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(48.4, 58.45]"
4822,2664-XJZNO,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
4823,9732-KPKBW,Male,No,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(48.4, 58.45]"
4824,3339-EAQNV,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
4825,0921-OHLVP,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,0,"(21.6, 28.8]","(78.55, 88.6]"
4826,3389-YGYAI,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(98.65, 108.7]"
4827,9560-ARGQJ,Female,No,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(14.4, 21.6]","(78.55, 88.6]"
4828,8350-NYMVI,Female,No,No,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0,"(36.0, 43.2]","(38.35, 48.4]"
4829,1600-DILPE,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0,"(7.2, 14.4]","(38.35, 48.4]"
4830,0536-ESJEP,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(68.5, 78.55]"
4831,4654-GGUII,Female,No,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,0,"(14.4, 21.6]","(38.35, 48.4]"
4832,6478-HRRCZ,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,0,"(28.8, 36.0]","(68.5, 78.55]"
4833,8510-BBWMU,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0,"(36.0, 43.2]","(18.148999999999997, 28.3]"
4834,6857-TKDJV,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4835,2360-RDGRO,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(64.8, 72.0]","(98.65, 108.7]"
4836,0584-BJQGZ,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0,"(21.6, 28.8]","(68.5, 78.55]"
4837,5134-IKDAY,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4838,1360-XFJMR,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4839,3070-DVEYC,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4840,5730-RIITO,Female,Yes,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),0,"(36.0, 43.2]","(28.3, 38.35]"
4841,9058-MJLZC,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(21.6, 28.8]","(88.6, 98.65]"
4842,5707-ORNDZ,Male,Yes,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1,"(7.2, 14.4]","(48.4, 58.45]"
4843,0902-XKXPN,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4844,5177-RVZNU,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,"(36.0, 43.2]","(18.148999999999997, 28.3]"
4845,0056-EPFBG,Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0,"(14.4, 21.6]","(38.35, 48.4]"
4846,8993-IZEUX,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),0,"(-0.073, 7.2]","(68.5, 78.55]"
4847,8696-JKZNU,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(36.0, 43.2]","(68.5, 78.55]"
4848,5380-AFSSK,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,1,"(-0.073, 7.2]","(88.6, 98.65]"
4849,8190-ZTQFB,Male,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,"(36.0, 43.2]","(48.4, 58.45]"
4850,0931-MHTEM,Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(98.65, 108.7]"
4851,2055-PDADH,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4852,7515-LODFU,Male,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4853,0440-UEDAI,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(88.6, 98.65]"
4854,1337-BOZWO,Male,No,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),0,"(14.4, 21.6]","(38.35, 48.4]"
4855,0868-VJRDR,Male,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
4856,8714-EUHJO,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(28.8, 36.0]","(88.6, 98.65]"
4857,6344-SFJVH,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
4858,3950-VPYJB,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,0,"(50.4, 57.6]","(58.45, 68.5]"
4859,8041-TMEID,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
4860,7321-ZNSLA,Male,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,0,"(7.2, 14.4]","(38.35, 48.4]"
4861,6941-KXRRV,Female,Yes,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),0,"(43.2, 50.4]","(58.45, 68.5]"
4862,3721-CNEYS,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4863,8727-JQFHV,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
4864,9475-NNDGC,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4865,1355-KUSBG,Female,No,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,0,"(-0.073, 7.2]","(48.4, 58.45]"
4866,3688-FTHLT,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),0,"(14.4, 21.6]","(58.45, 68.5]"
4867,0899-LIIBW,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,0,"(28.8, 36.0]","(98.65, 108.7]"
4868,2568-OIADY,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(36.0, 43.2]","(98.65, 108.7]"
4869,1384-RCUXW,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0,"(14.4, 21.6]","(78.55, 88.6]"
4870,5825-XJOCM,Male,No,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),0,"(43.2, 50.4]","(58.45, 68.5]"
4871,6848-YLDFR,Male,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(68.5, 78.55]"
4872,8125-QPFJD,Female,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
4873,2320-YKQBO,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4874,1193-RTSLK,Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1,"(36.0, 43.2]","(78.55, 88.6]"
4875,2302-ANTDP,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1,"(43.2, 50.4]","(108.7, 118.75]"
4876,5923-GXUOC,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(98.65, 108.7]"
4877,4973-RLZVI,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),0,"(28.8, 36.0]","(68.5, 78.55]"
4878,7869-ZYDST,Male,No,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0,"(28.8, 36.0]","(58.45, 68.5]"
4879,4501-UYKBC,Female,Yes,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0,"(43.2, 50.4]","(68.5, 78.55]"
4880,1215-EXRMO,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
4881,2305-MRGLV,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0,"(21.6, 28.8]","(68.5, 78.55]"
4882,8404-VIOMB,Female,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
4883,5233-GEEAX,Male,Yes,No,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(28.3, 38.35]"
4884,2359-KLTEK,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,"(36.0, 43.2]","(88.6, 98.65]"
4885,5304-EFJLP,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4886,2673-ZALNP,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4887,9184-GALIL,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(36.0, 43.2]","(18.148999999999997, 28.3]"
4888,4393-RYCRE,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,"(43.2, 50.4]","(98.65, 108.7]"
4889,9746-MDMBK,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(43.2, 50.4]","(108.7, 118.75]"
4890,3162-ZJZFU,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0,"(50.4, 57.6]","(88.6, 98.65]"
4891,8404-GFGCZ,Male,No,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0,"(-0.073, 7.2]","(58.45, 68.5]"
4892,8875-AKBYH,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(14.4, 21.6]","(78.55, 88.6]"
4893,4432-ADRLB,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,"(-0.073, 7.2]","(38.35, 48.4]"
4894,0533-UCAAU,Male,Yes,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(68.5, 78.55]"
4895,1394-SUIUH,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0,"(43.2, 50.4]","(78.55, 88.6]"
4896,3521-MNKLV,Male,No,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0,"(21.6, 28.8]","(48.4, 58.45]"
4897,2533-TIBIX,Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,"(14.4, 21.6]","(28.3, 38.35]"
4898,8993-PHFWD,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Electronic check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4899,1565-RHDJD,Female,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1,"(-0.073, 7.2]","(78.55, 88.6]"
4900,7137-RYLPP,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,1,"(36.0, 43.2]","(78.55, 88.6]"
4901,3765-JXVKY,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4902,5092-STPKP,Female,No,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0,"(21.6, 28.8]","(48.4, 58.45]"
4903,7330-WZLNC,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(88.6, 98.65]"
4904,0114-PEGZZ,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0,"(28.8, 36.0]","(98.65, 108.7]"
4905,3359-DSRKA,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
4906,8639-NHQEI,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
4907,7161-DFHUF,Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4908,3957-LXOLK,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(21.6, 28.8]","(98.65, 108.7]"
4909,3720-DBRWL,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(78.55, 88.6]"
4910,6635-MYYYZ,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),1,"(28.8, 36.0]","(78.55, 88.6]"
4911,8565-WUXZU,Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
4912,5281-BUZGT,Male,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(28.8, 36.0]","(88.6, 98.65]"
4913,4994-OBRSZ,Male,No,No,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0,"(7.2, 14.4]","(68.5, 78.55]"
4914,0562-FGDCR,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,0,"(64.8, 72.0]","(68.5, 78.55]"
4915,2436-QBZFP,Female,No,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,0,"(21.6, 28.8]","(38.35, 48.4]"
4916,3420-YJLQT,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,0,"(-0.073, 7.2]","(78.55, 88.6]"
4917,6040-CGACY,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
4918,6582-PLFUU,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
4919,8242-PDSGJ,Male,No,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(38.35, 48.4]"
4920,0264-CNITK,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4921,0089-IIQKO,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,"(36.0, 43.2]","(98.65, 108.7]"
4922,7839-NUIAA,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,"(57.6, 64.8]","(58.45, 68.5]"
4923,6075-QMNRR,Female,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(48.4, 58.45]"
4924,5378-IKEEG,Female,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,1,"(-0.073, 7.2]","(28.3, 38.35]"
4925,5966-EMAZU,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0,"(57.6, 64.8]","(98.65, 108.7]"
4926,0440-EKDCF,Male,No,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(58.45, 68.5]"
4927,4774-HHGGS,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4928,2718-GAXQD,Female,Yes,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,"(-0.073, 7.2]","(38.35, 48.4]"
4929,2055-BFOCC,Male,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(57.6, 64.8]","(78.55, 88.6]"
4930,8180-AKMJV,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),0,"(-0.073, 7.2]","(38.35, 48.4]"
4931,4298-OYIFC,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0,"(14.4, 21.6]","(98.65, 108.7]"
4932,5566-SOEZD,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),0,"(21.6, 28.8]","(78.55, 88.6]"
4933,9842-EFSYY,Female,No,No,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,0,"(-0.073, 7.2]","(48.4, 58.45]"
4934,2272-WUSPA,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0,"(64.8, 72.0]","(108.7, 118.75]"
4935,4584-LBNMK,Male,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
4936,3898-GUYTS,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0,"(43.2, 50.4]","(88.6, 98.65]"
4937,0930-EHUZA,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,0,"(28.8, 36.0]","(68.5, 78.55]"
4938,6413-XKKPU,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(14.4, 21.6]","(88.6, 98.65]"
4939,9975-SKRNR,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4940,3703-KBKZP,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,"(14.4, 21.6]","(68.5, 78.55]"
4941,1449-XQEMT,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4942,2626-URJFX,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(48.4, 58.45]"
4943,4973-MGTON,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
4944,3682-YEUWS,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4945,1223-UNPKS,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
4946,2612-RRIDN,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
4947,4735-ASGMA,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(21.6, 28.8]","(88.6, 98.65]"
4948,3446-QDSZF,Female,No,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),0,"(-0.073, 7.2]","(48.4, 58.45]"
4949,3669-LVWZB,Male,No,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,1,"(-0.073, 7.2]","(48.4, 58.45]"
4950,6892-EZDTG,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(88.6, 98.65]"
4951,5117-IFGPS,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,"(28.8, 36.0]","(78.55, 88.6]"
4952,7379-FNIUJ,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,0,"(-0.073, 7.2]","(98.65, 108.7]"
4953,1627-AFWVJ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4954,9725-SCPZG,Male,No,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(88.6, 98.65]"
